"","ShortAffil","id","lat","long","country"
"52","binghamton university, state university of new york , binghamton , ny , usa",31,42.0893553,-75.9697049,"United States"
"54","alpert medical school, brown university, providence, ri, usa",32,41.8188215,-71.4087208,"United States"
"55","butler hospital, providence, ri, usa",33,41.8435775,-71.3808148,"United States"
"56","memorial hospital of rhode island, pawtucket, ri, usa",34,41.8698906,-71.3765214,"United States"
"59","women & infants hospital of rhode island, providence, ri, usa",35,36.8721762,-94.8809895,"United States"
"60","open circle: wellness + education for growing families, providence, ri, usa",36,41.8239891,-71.4128343,"United States"
"65","j.n. love is professor of emergency medicine, georgetown university hospital/washington hospital center, washington, dc",37,38.9116562,-77.0756259,"United States"
"66","l.m. yarris is associate professor of emergency medicine, oregon health science university, portland, oregon",38,45.4989098,-122.6858606,"United States"
"67","s.a. santen is professor of emergency medicine, university of michigan, ann arbor, michigan",39,42.2780436,-83.7382241,"United States"
"68","g.j. kuhn is professor of emergency medicine, wayne state university, detroit, michigan",40,42.3591388,-83.0665462,"United States"
"69","l.d. gruppen is professor, learning health sciences, university of michigan, ann arbor, michigan",41,42.2780436,-83.7382241,"United States"
"70","w.c. coates is professor of emergency medicine, harbor-ucla medical center, torrance, california",42,33.8302833,-118.2920825,"United States"
"71","j.m. howell is clinical professor of emergency medicine, george washington university, washington, dc",43,38.8997145,-77.0485992,"United States"
"72","s.e. farrell is associate professor of emergency medicine, harvard medical school, boston, massachusetts",44,42.3356499,-71.1041157,"United States"
"73","miguel hernandez university, elche, spain",45,38.2766838,-0.6895119,"Spain"
"76","university of southern california, los angeles, usa",46,34.0223519,-118.285117,"United States"
"79","grupo transfuncional en ética clínica, centro médico nacional siglo xxi, imss, av",47,19.4098794,-99.1526674,"Mexico"
"80","cuauhtémoc 330, col",48,33.3148585,-111.7087651,"United States"
"81","doctores, 06720, mexico, d.f., mexico",49,19.4179232,-99.1483827,"Mexico"
"82","university of nebraska-lincoln, lincoln, nebraska, united states of america",50,40.8201966,-96.7004763,"United States"
"83","university of nebraska-omaha, omaha, nebraska, united states of america",51,41.2582497,-96.0107049,"United States"
"88","university of missouri - st. louis, st. louis, mo, usa",52,38.7092401,-90.30828,"United States"
"92","university of california , davis",53,38.5382322,-121.7617125,"United States"
"93","b edward r. murrow college of communication , washington state university",54,46.7307276,-117.1669319,"United States"
"94","section for social and clinical pharmacy, university of copenhagen, universitetsparken 2, 2100, copenhagen ø, denmark",55,56.26392,9.501785,"Denmark"
"97","michael m. bloomfield practiced obstetrics and gynecology for 30 years. he recently retired from the cleveland clinic and lives in chagrin falls, oh",56,NA,NA,NA
"98","contact author: reflections is coordinated by madeleine mysko, ma, rn: illustration by annelisa ochoa",57,NA,NA,NA
"99","balearic health service - ib-salut, son serra-la vileta health care centre",58,NA,NA,NA
"100","instituto de investigación sanitaria de palma, palma, spain",59,39.6068432,2.6454092,"Spain"
"101","valencian health service - conselleria de sanitat universal i salut pública, paterna health care centre, valencia, spain",60,39.4751305,-0.3605747,"Spain"
"102","catalunya health services - institut català de la salut",61,39.6641545,3.0738992,"Spain"
"103","dap camp de tarragona, catalunya, spain",62,41.151841,1.1566651,"Spain"
"104","balearic health service - ib-salut, manacor health care centre, manacor, spain",63,39.567631,3.2027948,"Spain"
"107","balearic health service - ib-salut, son serra-la vileta health care centre, palma, spain",64,39.584547,2.631106,"Spain"
"108","valencian health service - conselleria de sanitat universal i salut pública, la ribera hospital, valencia, spain",65,39.4751305,-0.3605747,"Spain"
"110","falset health care centre, catalunya, spain",66,41.5911589,1.5208624,"Spain"
"112","constantí health care centre",67,NA,NA,NA
"113","catalunya, spain",68,41.5911589,1.5208624,"Spain"
"116","reus health care centre, catalunya, spain",69,41.5911589,1.5208624,"Spain"
"117","primary care research unit of mallorca, baleares health services - ib-salut, palma",70,39.5760668,2.6508004,"Spain"
"118","instituto de investigación sanitaria de palma, spain",71,39.6068432,2.6454092,"Spain"
"119","washington university in st. louis, st. louis, mo †gundersen health system, la crosse, wi ‡loyola university of chicago, stritch school of medicine, maywood, il",72,41.8586599,-87.835669,"United States"
"120","and §american board of surgery inc, philadelphia, pa",73,39.9541307,-75.167314,"United States"
"121","author affiliations: university of south florida, tampa (drs tofthagen, kip and passmore and mr loy",74,NA,NA,NA
"122","and dana-farber cancer institute and harvard medical school in boston, massachusetts (dr berry",75,42.3376481,-71.1081199,"United States"
"123","centre for public health , national diabetes, obesity and cholesterol foundation, new delhi, india",76,28.5510614,77.1990876,"India"
"124","school of nursing and midwifery, shahid beheshti university of medical, tehran, iran",77,35.8001144,51.3980673,"Iran"
"126","school of nursing and midwifery, iran university of medical, tehran, iran",78,35.7063442,51.378924,"Iran"
"127","school of paramedical, shahid beheshti university of medical sciences, tehran, iran",79,35.8001144,51.3980673,"Iran"
"128","school of nursing and midwifery, the university of newcastle, callaghan, nsw 2308, australia",80,-32.8927718,151.7041775,"Australia"
"129","school of medicine, lorestan university of medical sciences, khorramabad, iran",81,33.4828738,48.4089784,"Iran"
"130","university of vermont medical center, burlington",82,44.4797662,-73.1941366,"United States"
"131","university of pittsburgh medical center, pittsburgh, pennsylvania",83,40.4425937,-79.961006,"United States"
"132","university of california, davis medical center, sacramento",84,38.554686,-121.454639,"United States"
"133","university hospital zürich, university of zürich, rämistrasse 100, 8091, zürich, switzerland",85,47.3767548,8.5510491,"Switzerland"
"134","harvard medical school, boston, ma, usa",86,42.3356499,-71.1041157,"United States"
"141","university of potsdam, potsdam, germany",87,52.4010314,13.0119098,"Germany"
"142","goethe university, frankfurt, germany",88,50.1270675,8.6677635,"Germany"
"144","christoph-dornier-foundation for clinical psychology, bremen, germany",89,53.0792962,8.8016936,"Germany"
"145","ernst moritz arndt university greifswald, greifswald, germany",90,54.095094,13.3746059,"Germany"
"146","university of cologne, cologne, germany",91,50.9281625,6.9288192,"Germany"
"147","university of mannheim, mannheim, germany",92,49.4837106,8.4622333,"Germany"
"148","university of münster, münster, germany",93,51.9635705,7.6131826,"Germany"
"149","university of marburg, marburg, germany",94,50.8106859,8.7741641,"Germany"
"150","university of würzburg, würzburg, germany",95,49.7830083,9.9708462,"Germany"
"153","university of hamburg, hamburg, germany",96,53.5665641,9.9846195,"Germany"
"154","professor and director, school of nursing, dalhousie university, halifax, ns",97,44.6365812,-63.5916555,"Canada"
"155","new york presbyterian-columbia campus, 622 west 168th street, pb1-301, new york, ny 10032",98,40.8413739,-73.9410698,"United States"
"156","mount sinai beth israel, 16th street @ 1st avenue, 2 karpas, new york, ny 10003",99,40.7330663,-73.9819259,"United States"
"157","a institute for social medicine and epidemiology , university of lübeck , lübeck , germany",100,53.839027,10.708696,"Germany"
"158","b research methods, assessment and iscience, university of konstanz , konstanz , germany",101,47.689426,9.1868777,"Germany"
"159","c bremer institut für herz- und kreislaufforschung am klinikum links der weser , bremen , germany",102,53.0361152,8.8188565,"Germany"
"161","d jacobs center on lifelong learning and institutional development, psychology & methods , jacobs university bremen , bremen , germany",103,53.1677169,8.6542654,"Germany"
"162","e bremen international graduate school of social sciences (bigsss) , bremen , germany",104,53.1673948,8.6535948,"Germany"
"163","edmonton, alta",105,53.544389,-113.4909267,"Canada"
"165","university of innsbruck, fürstenweg 185, 6020, innsbruck, austria",106,47.2633542,11.3838006,"Austria"
"166","university college of education (kph) stams, stams, austria",107,47.2763345,10.9832151,"Austria"
"169","binghamton university-suny, binghamton, ny 13902-6000",108,42.0893553,-75.9697049,"United States"
"171","a school of psychology , university of wollongong , gwynneville , nsw , australia",109,-34.4054039,150.87843,"Australia"
"174","school of experimental psychology, university of bristol, bristol, uk",110,51.4584172,-2.6029792,"United Kingdom"
"175","mrc integrative epidemiology unit (ieu), university of bristol, bristol, uk",111,51.4584172,-2.6029792,"United Kingdom"
"176","uk centre for tobacco and alcohol studies, uk",112,52.9892769,-1.1600598,"United Kingdom"
"177","the city college of new york, the sophie davis school of biomedical education, new york, ny, usa",113,40.8197154,-73.9506442,"United States"
"182","a nihr academic clinical fellow st1 level , the london deanery, queen mary's university london (qmul) , london , uk , lead of the esmsc project",114,NA,NA,NA
"183","b equal contribution with 1st author, director of the experimental research centre elpen , lead of the esmsc project",115,NA,NA,NA
"184","c st1 trainee in ophthalmology , kent, surrey, sussex (kss) deanery",116,38.5796556,-90.2638632,"United States"
"185","d consultant in diabetes and endocrine medicine , plymouth hospitals nhs foundation trust",117,50.41672,-4.1136844,"United Kingdom"
"186","e associate professor of anatomy , national and kapodistrian university of athens",118,37.968196,23.7786871,"Greece"
"187","f medical student , national and kapodistrian university of athens",119,37.968196,23.7786871,"Greece"
"188","g medical student , aristotle university of thessaloniki (auth",120,40.6308283,22.9592224,"Greece"
"193","h assistant professor of orthopedic surgery , aristotle university of thessaloniki (auth",121,NA,NA,NA
"194","i associate professor of orthopedic surgery , aristotle university of thessaloniki (auth",122,40.6308283,22.9592224,"Greece"
"195","j consultant cardiothoracic surgeon , evangelismos hospital , athens",123,37.9778997,23.7473348,"Greece"
"196","k consultant colorectal surgeon , king's college hospital nhs foundation trust, senior clinical lecturer in surgery, king's college london , london , uk",124,51.4678753,-0.0938283,"United Kingdom"
"197","l consultant transplant surgeon , hammersmith hospital, london, uk, professor of surgery , imperial college , london , uk",125,51.4987997,-0.1748772,"United Kingdom"
"198","m professor of surgery, vice rector , university of athens, hippocratio general hospital, athens , greece",126,37.9836396,23.75975,"Greece"
"199","n associate professor of biochemistry , university of athens , athens , greece",127,37.968196,23.7786871,"Greece"
"200","o assistant professor of surgery , aristotle university of thessaloniki (auth",128,NA,NA,NA
"201","school of public health, university of california berkeley , berkeley, ca",129,37.8719047,-122.2664146,"United States"
"203","atkins center for weight and health, university of california berkeley , berkeley, ca",130,37.8718992,-122.2585399,"United States"
"205","ef myers consulting , trenton, il",131,38.605604,-89.6820368,"United States"
"206","academy of nutrition and dietetics foundation , chicago, il",132,41.8797071,-87.6390587,"United States"
"208","university of johannesburg",133,-26.1945874,28.055636,"South Africa"
"209","adele shartzer () is a research associate in the health policy center at the urban institute, in washington, d.c",134,38.9048453,-77.0469472,"United States"
"210","sharon k. long is a senior fellow in the health policy center at the urban institute",135,NA,NA,NA
"211","nathaniel anderson is a researcher at the fielding school of public health, university of california, los angeles",136,34.068921,-118.4451811,"United States"
"212","he was a research assistant in the health policy center at the urban institute when the study was conducted",137,NA,NA,NA
"213","from the carl j. shapiro institute for education and research, beth israel deaconess medical center (g.c.h.), and massgeneral hospital for children (a.f.v., s.s.v., l.p.c.), harvard medical school, boston, ma",138,42.3356499,-71.1041157,"United States"
"214","midwife, community midwifery, guy's and st thomas' nhs foundation trust, london, uk",139,51.4928419,-0.1086417,"United Kingdom"
"215","research fellow, london school of hygiene and tropical medicine, london, uk",140,51.5209007,-0.1302803,"United Kingdom"
"216","professor of complex obstetrics, women's health academic centre, king's college london, london, uk",141,51.4678753,-0.0938283,"United Kingdom"
"217","friedrich-alexander-university erlangen-nuremberg, tutor at the skills lab perle, erlangen, germany",142,49.5896744,11.0119611,"Germany"
"218","friedrich-alexander-university erlangen-nuremberg, head of the skills lab perle, erlangen, germany",143,49.5896744,11.0119611,"Germany"
"219","institute for behavioral and community health, san diego state university, san diego, california",144,32.8150442,-117.1266325,"United States"
"220","school of public health, university of minnesota, minneapolis, minnesota",145,44.9721714,-93.2331609,"United States"
"221","university of minnesota, minneapolis, minnesota",146,44.97399,-93.2277285,"United States"
"222","boynton health service, university of minnesota, minneapolis, minnesota",147,44.9721954,-93.2344096,"United States"
"226","indiana university school of medicine, indianapolis, in",148,39.7815613,-86.1651714,"United States"
"227","university of northern british columbia, prince george, bc (caron",149,NA,NA,NA
"228","bella bella, denny island, british columbia (iglesias",150,52.1484269,-128.0906856,"Canada"
"229","university of saskatchewan, prince albert, sask",151,53.2044792,-105.751258,"Canada"
"230","friesen",152,NA,NA,NA
"231","rocky mountain house, alberta (berjat",153,NA,NA,NA
"232","the lillooet medical clinic, lillooet, bc (humber",154,50.691264,-121.93842,"Canada"
"233","the inuvik regional hospital, inuvik, northwest territories (falk, prins",155,68.35406,-133.7035139,"Canada"
"234","the selkirk medical clinic, revelstoke, bc (vogt",156,NA,NA,NA
"235","the university of saskatchewan, meadow lake, sask",157,54.123395,-108.442901,"Canada"
"236","rural and regional health, university of alberta, sylvan lake, alta",158,52.3140209,-114.068843,"Canada"
"237","university of british columbia, vancouver, bc (woollard",159,49.2606052,-123.2459938,"Canada"
"238","the omineca medical clinic, vanderhoof, bc (batchelor",160,36.0646027,-95.885688,"United States"
"239","and the associate clinic, pincher creek, alta",161,49.4935822,-113.9470299,"Canada"
"240","van bussel",162,43.078676,-81.377906,"Canada"
"409","purdue university , west lafayette , indiana",163,40.4237054,-86.9211946,"United States"
"411","school of medicine, walailak university, nakhonsrithammarat, thailand",164,8.6415949,99.89736,"Thailand"
"415","miami university, oxford, oh, usa (crw, clw, emc, crf, amw",165,NA,NA,NA
"416","cornell university, ithaca, ny, usa (vfr, pgb-r",166,NA,NA,NA
"417","human neuroscience institute, cornell university, ithaca, ny, usa (vfr",167,NA,NA,NA
"423","the university of arizona college of medicine, 1501 n campbell avenue, tucson, az, usa",168,32.2400471,-110.9461316,"United States"
"424","virginia mason medical center, seattle, wa, usa",169,47.6100359,-122.327796,"United States"
"425","rush university medical center, chicago, il, usa",170,41.8746459,-87.6689458,"United States"
"430","section of allergy and immunology, hamad medical corporation, hamad medical corporation, doha, qatar",171,25.292014,51.5098393,"Qatar"
"431","weil-cornell medical college, qatar",172,25.3180355,51.438919,"Qatar"
"432","section of academic general pediatrics, hamad medical corporation, hamad medical corporation, doha, qatar",173,25.2938613,51.5036508,"Qatar"
"442","university of western australia, perth, western australia - australia",174,-31.981179,115.8199096,"Australia"
"443","complex systems research group, project management program, university of sydney, sydney, new south wales, australia",175,-33.8921201,151.1908812,"Australia"
"445","discipline of paediatrics & child health, and sydney school of public health, university of sydney, sydney, new south wales, australia",176,-33.8688197,151.2092955,"Australia"
"446","section of public health, school of health and related research (scharr), the university of sheffield, regent court, 30 regent street, sheffield s1 4da, uk",177,53.381003,-1.480694,"United Kingdom"
"448","research centre for nursing and midwifery practice, university of canberra, faculty of health and act health, woden, act 2606, australia",178,-35.3490795,149.0898262,"Australia"
"449","ottawa hospital research institute, ottawa, on, k1h 8l6, canada",179,45.4018515,-75.6478698,"Canada"
"450","school of epidemiology, public health and preventive medicine, university of ottawa, ottawa, canada",180,45.4231064,-75.6831329,"Canada"
"452","the ottawa hospital, ottawa, canada",181,45.4018515,-75.6478698,"Canada"
"459","institute of clinical and evaluative sciences (ices uottawa), ottawa, canada",182,45.3926602,-75.7214519,"Canada"
"460","health canada, marketed health products directorate, ottawa, canada",183,45.4215296,-75.6971931,"Canada"
"465","health sciences library, university of calgary, calgary, ab, canada",184,51.0662353,-114.1341142,"Canada"
"466","inserm, cic-ec, cie6, service d'épidémiologie et évaluation cliniques, hôpitaux de brabois, allée du morvan, 54500 vandoeuvre-lès-nancy, france",185,48.692054,6.184417,"France"
"467","chu nancy, epidémiologie et evaluation cliniques, hôpitaux de brabois, allée du morvan, 54500 vandoeuvre-lès-nancy, france",186,48.6469503,6.1486155,"France"
"468","université de lorraine, université paris descartes, apemac, ea 4360, faculté de médecine, 9 avenue de la forêt de haye, 54505 vandoeuvre-lès-nancy, france",187,48.692054,6.184417,"France"
"469","public health innovation, population health strategic research centre, deakin university, burwood campus, 221 burwood highway, melbourne vic 3125, australia",188,-37.8467404,145.1151128,"Australia"
"471","mobility program clinical research unit, li ka shing knowledge institute, st michael's hospital, 30 bond st. toronto ontario m5b 1w 8, canada",189,43.6529691,-79.3776369,"Canada"
"472","institute for work and health, 481 university avenue, suite 800 toronto, ontario m5g 2e9, canada",190,43.65524,-79.387908,"Canada"
"473","institute of health policy, management and evaluation, 500 university av",191,43.6590888,-79.3927925,"Canada"
"474","toronto, ontario m5g 1v7 canada",192,43.6555304,-79.3892299,"Canada"
"478","university of minnesota medical school, minneapolis (dr andreatta and ms klotz",193,44.972274,-93.2328688,"United States"
"479","university of michigan medical school, ann arbor (drs andreatta, dooley-hash, and house",194,42.2843246,-83.7276716,"United States"
"480","michigan state university college of veterinary medicine, east lansing (dr hauptman and ms biddinger",195,42.7216746,-84.4694683,"United States"
"481","university of pretoria",196,-25.7545492,28.2314476,"South Africa"
"482","rush medical college, chicago, illinois",197,41.874661,-87.6692821,"United States"
"483","geisinger clinic, wilkes-barre, pennsylvania",198,41.2401099,-75.8836048,"United States"
"484","lahey hospital and medical center, burlington, massachusetts",199,42.4842322,-71.204072,"United States"
"485","tufts university school of medicine, boston, massachusetts",200,42.3500608,-71.0622634,"United States"
"486","christiana care health system, newark, delaware",201,39.6014782,-75.7553499,"United States"
"487","university of texas health science center houston, mcgovern medical school, houston, texas",202,29.7034179,-95.4030452,"United States"
"488","smith center for outcomes research in cardiology, beth israel deaconess medical center, boston, massachusetts",203,42.3389344,-71.1073504,"United States"
"489","new york presbyterian hospital, weill cornell medical college, new york, new york",204,40.7646499,-73.9543198,"United States"
"490","seton heart institute, austin, texas",205,30.3055399,-97.7467095,"United States"
"491","massachusetts general hospital, harvard medical school, boston, massachusetts",206,42.3631671,-71.0687306,"United States"
"492","first health, pinehurst, north carolina",207,35.2056181,-79.4563221,"United States"
"494","university of washington school of pharmacy, seattle, washington",208,47.6506598,-122.3108715,"United States"
"495","walgreen co., deerfield, illinois",209,42.1566525,-87.872197,"United States"
"496","idaho state board of pharmacy, boise, idaho",210,43.6129475,-116.2172587,"United States"
"497","university of pittsburgh school of pharmacy, pittsburgh, pennsylvania",211,40.4426619,-79.9628895,"United States"
"498","center on young adult health and development, university of maryland school of public health, 2387 school of public health building, college park, md 20742, usa",212,38.993454,-76.9431564,"United States"
"501","university of maryland, 3109 biology-psychology building, college park, md 20742, usa",213,38.9869183,-76.9425543,"United States"
"502","counseling and psychological services, university at albany, 400 patroon creek blvd",214,42.6838427,-73.803299,"United States"
"503","suite 104, albany, ny 12206, usa",215,42.679279,-73.783171,"United States"
"504","center for the study of health and risk behaviors, university of washington, 1100 ne 45th st, suite 300, seattle, wa 98105, usa",216,47.6614244,-122.2683743,"United States"
"507","health and wellness, university of washington, 109 elm hall, seattle, wa 98105, usa",217,47.6614244,-122.2683743,"United States"
"510","ruhr-universität bochum, massenbergstr",218,51.4805078,7.221803,"Germany"
"511","13, 44787, bochum, germany",219,51.4768561,7.2164066,"Germany"
"514","hôpital joseph ducuing, 15 rue varsovie, 31000, toulouse, france",220,43.596576,1.429789,"France"
"516","texas state university, san marcos, tx, usa",221,29.888411,-97.938351,"United States"
"517","tufts university, medford, ma, usa",222,42.4074843,-71.1190232,"United States"
"518","university of california, irvine, irvine, ca, usa",223,33.6404952,-117.8442962,"United States"
"519","arizona state university, tempe, az, usa",224,33.4242399,-111.9280527,"United States"
"520","center of alcohol studies, rutgers, the state university of new jersey, 607 allison road, piscataway, nj 08854-8001, usa",225,40.52429,-74.463614,"United States"
"521","reed college, 3203 se woodstock blvd",226,45.4809782,-122.6303724,"United States"
"522"," portland, or 97202, usa",227,45.4807521,-122.6427372,"United States"
"523","real prevention, llc, 765 long hill road, gillette, nj 07933, usa",228,40.6839295,-74.4752593,"United States"
"526","school of pharmacy and life sciences, robert gordon university, aberdeen, uk and",229,57.1187295,-2.1338354,"United Kingdom"
"528","school of applied social studies, robert gordon university, aberdeen, uk",230,57.119651,-2.134989,"United Kingdom"
"531","yale university prevention research center, griffin hospital, derby, connecticut",231,41.335094,-73.089766,"United States"
"533","a university of castilla-la mancha , spain",232,38.9940439,-3.9204979,"Spain"
"534","northwestern university, chicago, illinois",233,41.8945828,-87.6231706,"United States"
"535","cats only veterinary clinic, vancouver, british columbia",234,49.2681194,-123.1406185,"Canada"
"537","author affiliations: assistant professor, marcella niehoff school of nursing (dr horsley",235,32.5690532,-97.3476921,"United States"
"538","associate professor, assistant dean and director, simulation education, and director, emergency medicine clerkship, stritch school of medicine (dr reed",236,37.069786,-94.5038206,"United States"
"539","assistant provost, associate professor, stritch school of medicine, and executive director center for simulation education, health sciences division (dr muccino",237,40.8790918,-74.1351814,"United States"
"540","administrative director center for simulation education, health sciences division (ms quinones",238,30.3637378,-89.1125283,"United States"
"541","simulation clinical educator and research assistant, health sciences division (ms siddall",239,34.7369943,-88.9476701,"United States"
"542","and instructor and absn program director, marcella niehoff school of nursing (ms mccarthy), loyola university chicago, illinois",240,41.998997,-87.6581921,"United States"
"543","school of nursing, university of washington, seattle, wa, usa",241,47.6502097,-122.308189,"United States"
"545","seattle cancer care alliance, seattle, wa, usa",242,47.626721,-122.329657,"United States"
"546","university of washington school of medicine, seattle, wa, usa",243,47.6499333,-122.3084015,"United States"
"548","harvard medical school, dana-farber cancer institute, boston, ma, usa",244,42.3376481,-71.1081199,"United States"
"549","dana-farber/boston children's cancer and blood disorders center, boston hemophilia center, harvard medical school, boston, massachusetts",245,42.3356499,-71.1041157,"United States"
"550","boston children's hospital, boston, massachusetts",246,42.3376672,-71.1052864,"United States"
"554"," park nicollet institute, 3800 park nicollet blvd",247,44.9336775,-93.3459419,"United States"
"555"," minneapolis, mn 55416, usa",248,44.9465193,-93.3439291,"United States"
"558"," school of public health, university of illinois, 2121 w.t",249,41.8686236,-87.6676006,"United States"
"559","taylor st, chicago, il 60612, usa",250,41.8689618,-87.686004,"United States"
"564","editors-in-chief",251,NA,NA,NA
"566","kristen alley swain, phd, is associate professor, meek school of journalism and new media, university of mississippi , university, ms",252,34.3647324,-89.538443,"United States"
"567","sunnaas rehabilitation hospital, nesodden, norway",253,59.8352328,10.6401172,"Norway"
"569","university of oslo, oslo, norway",254,59.9399586,10.7217496,"Norway"
"571","oslo university hospital-rikshospitalet, oslo, norway",255,59.9492405,10.7150818,"Norway"
"572","helgeland hospital, mosjøen, norway",256,65.830992,13.212001,"Norway"
"576","university of turku, finland",257,60.4562974,22.2851138,"Finland"
"577","university of turku, finland hospital district of southwest finland, finland",258,60.453384,22.2892808,"Finland"
"578","pompeu fabra university, mataró, spain",259,41.3789689,2.1797941,"Spain"
"579","university of athens, greece",260,37.968196,23.7786871,"Greece"
"580","linköping university, sweden landspítali university hospital, reykjavik, iceland",261,58.3978364,15.5760072,"Sweden"
"581","klaipeda university, lithuania",262,55.7238309,21.1245556,"Lithuania"
"583","cyprus university of technology, limassol, cyprus",263,34.675141,33.044167,"Cyprus"
"584","linköping university, sweden",264,58.3978364,15.5760072,"Sweden"
"585","university of turku, finland lahti university of applied sciences, finland",265,60.4466233,22.299702,"Finland"
"586","university of groningen",266,53.2192634,6.5629872,"Netherlands"
"587","behavioral and cognitive neuroscience, university of groningen",267,53.2192634,6.5629872,"Netherlands"
"589","research school of behavioral and social sciences, university of groningen",268,38.9847852,-76.944022,"United States"
"595","faculty of health and society, malmö university, malmö, sweden",269,55.5896893,12.9993104,"Sweden"
"596","blekinge institute of technology, karlskrona, sweden",270,56.181932,15.5905254,"Sweden"
"597","school of nursing, university of florence",271,38.9396475,-92.3277475,"United States"
"598","university of calabar, calabar, nigeria",272,4.9738033,8.3410031,"Nigeria"
"600","clinical applications unit, ge healthcare, victoria island, lagos, nigeria",273,6.4280556,3.4219444,"Nigeria"
"601","penn state college of medicine, hershey, pennsylvania, first affiliated hospital, heilongjiang university of chinese medicine, harbin, china",274,45.725138,126.64942,"China"
"602","penn state college of medicine, hershey, pennsylvania, usa",275,40.2643702,-76.6747274,"United States"
"604","first affiliated hospital, heilongjiang university of chinese medicine, harbin, china",276,45.7275579,126.6512753,"China"
"608","howard hughes medical institute, boston children's hospital, dana-farber cancer institute, harvard medical school, boston, ma 02115, harvard stem cell institute, cambridge, ma 02138, usa",277,42.3775723,-71.1144978,"United States"
"609","second university of naples, via de crecchio, 8, 80138, naples, italy",278,40.8522282,14.2533395,"Italy"
"610","university of southern denmark, odense, denmark",279,55.3689827,10.4282364,"Denmark"
"612","queen's university,kingston,on",280,44.2252795,-76.4951412,"Canada"
"615","turnaround health, berkeley, ca, usa",281,37.871333,-122.267971,"United States"
"616","sutter health research, development and dissemination, walnut creek, ca, usa",282,37.9100783,-122.0651819,"United States"
"617","palo alto medical foundation research institute, palo alto, ca, usa",283,37.4399863,-122.1617036,"United States"
"621","stanford university school of medicine, general medical disciplines, stanford, ca, usa",284,37.4318102,-122.175758,"United States"
"624","a inserm, liric, umr 995 , univ",285,NA,NA,NA
"625","lille , chu lille , france",286,50.6109683,3.0349045,"France"
"626","b cic-pt-1403-inserm-ch&u , lille , chu lille , france",287,50.6109683,3.0349045,"France"
"630","c univ. lille, chu lille , ea 2694 - santé publique: épidémiologie et qualité des soins , lille , france",288,50.6113911,3.034997,"France"
"631","ghent university , ghent , belgium",289,51.0465619,3.7279181,"Belgium"
