"","PMID","ShortAffil","NAuth","lat","long","country"
"121","27595356",NA,3,NA,NA,NA
"122","29498812",NA,1,NA,NA,NA
"123","27740681",NA,10,NA,NA,NA
"124","26875231",NA,2,NA,NA,NA
"125","26480603",NA,1,NA,NA,NA
"126","27783821",NA,5,NA,NA,NA
"127","27018355",NA,6,NA,NA,NA
"128","26616323",NA,1,NA,NA,NA
"129","27130195",NA,3,NA,NA,NA
"130","26548176",NA,1,NA,NA,NA
"131","26618815",NA,1,NA,NA,NA
"132","26952300",NA,7,NA,NA,NA
"133","26234984",NA,3,NA,NA,NA
"134","27351604",NA,2,NA,NA,NA
"135","26666090",NA,1,NA,NA,NA
"136","26638458",NA,1,NA,NA,NA
"137","26333250",NA,1,NA,NA,NA
"138","26691236",NA,1,NA,NA,NA
"139","26448979",NA,1,NA,NA,NA
"140","26881420",NA,4,NA,NA,NA
"141","26328293",NA,1,NA,NA,NA
"142","26360367",NA,1,NA,NA,NA
"143","26536515",NA,1,NA,NA,NA
"144","29244460",NA,1,NA,NA,NA
"145","26306347",NA,1,NA,NA,NA
"146","29443469",NA,2,NA,NA,NA
"147","26121770",NA,1,NA,NA,NA
"148","29244464",NA,1,NA,NA,NA
"149","26891559",NA,1,NA,NA,NA
"150","27042927",NA,1,NA,NA,NA
"151","27168899",NA,3,NA,NA,NA
"152","29160987",NA,1,NA,NA,NA
"153","26226809",NA,0,NA,NA,NA
"154","27062862",NA,1,NA,NA,NA
"155","26328295",NA,3,NA,NA,NA
"156","27017666",NA,0,NA,NA,NA
"157","26154560",NA,5,NA,NA,NA
"158","29240391",NA,5,NA,NA,NA
"159","26268005",NA,1,NA,NA,NA
"160","26509208",NA,4,NA,NA,NA
"161","25724069",NA,2,NA,NA,NA
"162","28018538",NA,3,NA,NA,NA
"163","27491187",NA,1,NA,NA,NA
"164","26538229",NA,1,NA,NA,NA
"165","26737167",NA,2,NA,NA,NA
"166","26058120",NA,1,NA,NA,NA
"167","26136056",NA,1,NA,NA,NA
"168","26898048",NA,1,NA,NA,NA
"169","26554122",NA,1,NA,NA,NA
"170","27263191",NA,1,NA,NA,NA
"171","25539495",NA,3,NA,NA,NA
"172","26027053",NA,1,NA,NA,NA
"173","25639579",NA,3,NA,NA,NA
"174","26669022",NA,0,NA,NA,NA
"175","26154671",NA,6,NA,NA,NA
"176","25798465",NA,1,NA,NA,NA
"177","26094275",NA,0,NA,NA,NA
"178","25813974",NA,3,NA,NA,NA
"179","26934075",NA,9,NA,NA,NA
"180","26506653",NA,1,NA,NA,NA
"181","27491100",NA,4,NA,NA,NA
"182","26411820",NA,1,NA,NA,NA
"183","26930768",NA,5,NA,NA,NA
"184","26650167",NA,2,NA,NA,NA
"185","26070914",NA,1,NA,NA,NA
"186","26285411",NA,4,NA,NA,NA
"187","27532088",NA,0,NA,NA,NA
"188","25572520",NA,8,NA,NA,NA
"189","26466386",NA,1,NA,NA,NA
"190","26497077",NA,1,NA,NA,NA
"191","26285966",NA,1,NA,NA,NA
"192","26775334",NA,1,NA,NA,NA
"193","26207282",NA,1,NA,NA,NA
"194","26767221",NA,0,NA,NA,NA
"195","27931496",NA,0,NA,NA,NA
"196","25568198",NA,1,NA,NA,NA
"197","27487114",NA,3,NA,NA,NA
"198","27261447",NA,2,NA,NA,NA
"199","27145662",NA,0,NA,NA,NA
"200","26226792",NA,0,NA,NA,NA
"201","27977399",NA,6,NA,NA,NA
"202","25924158",NA,2,NA,NA,NA
"203","26422781",NA,8,NA,NA,NA
"204","27232222",NA,2,NA,NA,NA
"205","26480643",NA,1,NA,NA,NA
"206","27390228",NA,2,NA,NA,NA
"207","25756137",NA,4,NA,NA,NA
"208","26182534",NA,0,NA,NA,NA
"209","27807385",NA,1,NA,NA,NA
"210","28436641",NA,4,NA,NA,NA
"211","27168890",NA,6,NA,NA,NA
"212","25790365",NA,0,NA,NA,NA
"213","25856802",NA,1,NA,NA,NA
"214","25730833",NA,3,NA,NA,NA
"215","26489227",NA,2,NA,NA,NA
"216","26419553",NA,1,NA,NA,NA
"217","26889792",NA,5,NA,NA,NA
"218","26296827",NA,1,NA,NA,NA
"219","26976967",NA,1,NA,NA,NA
"220","25627484",NA,0,NA,NA,NA
"221","27787321",NA,1,NA,NA,NA
"222","26556511",NA,0,NA,NA,NA
"223","27787397",NA,4,NA,NA,NA
"224","27096218",NA,2,NA,NA,NA
"225","25609321",NA,2,NA,NA,NA
"226","27045909",NA,1,NA,NA,NA
"227","26513982",NA,1,NA,NA,NA
"228","26211133",NA,1,NA,NA,NA
"229","26395375",NA,1,NA,NA,NA
"230","26755472",NA,7,NA,NA,NA
"231","26385411",NA,1,NA,NA,NA
"232","29240389",NA,2,NA,NA,NA
"233","27366120",NA,9,NA,NA,NA
"234","25783266",NA,1,NA,NA,NA
"235","26594959",NA,7,NA,NA,NA
"236","29243464",NA,1,NA,NA,NA
"237","27929237",NA,0,NA,NA,NA
"238","26482450",NA,1,NA,NA,NA
"239","27514108",NA,6,NA,NA,NA
"240","26434003",NA,3,NA,NA,NA
"241","26488601",NA,4,NA,NA,NA
"242","27246413",NA,1,NA,NA,NA
"243","26966767",NA,1,NA,NA,NA
"244","27413430",NA,2,NA,NA,NA
"245","27176757",NA,1,NA,NA,NA
"246","27822162",NA,2,NA,NA,NA
"247","25898524",NA,2,NA,NA,NA
"248","25796665",NA,1,NA,NA,NA
"249","26813998",NA,1,NA,NA,NA
"250","25088277",NA,5,NA,NA,NA
"251","26665853",NA,1,NA,NA,NA
"252","26273005",NA,0,NA,NA,NA
"253","26230916",NA,4,NA,NA,NA
"254","26721082",NA,0,NA,NA,NA
"255","27522697",NA,4,NA,NA,NA
"256","26438691",NA,2,NA,NA,NA
"257","27404653",NA,1,NA,NA,NA
"258","27486610",NA,1,NA,NA,NA
"259","26371533",NA,0,NA,NA,NA
"260","25742384",NA,15,NA,NA,NA
"261","25842526",NA,1,NA,NA,NA
"262","27922031",NA,0,NA,NA,NA
"263","26977548",NA,3,NA,NA,NA
"264","28010021",NA,1,NA,NA,NA
"265","27405193",NA,4,NA,NA,NA
"266","26798906",NA,2,NA,NA,NA
"267","26103834",NA,0,NA,NA,NA
"268","26226815",NA,1,NA,NA,NA
"269","25473864",NA,1,NA,NA,NA
"270","26756056",NA,4,NA,NA,NA
"271","26031811",NA,2,NA,NA,NA
"272","25981096",NA,4,NA,NA,NA
"273","26477137",NA,1,NA,NA,NA
"274","27496129",NA,0,NA,NA,NA
"275","27689947",NA,6,NA,NA,NA
"276","29115777",NA,1,NA,NA,NA
"277","27745077",NA,1,NA,NA,NA
"278","27209847",NA,2,NA,NA,NA
"279","25689542",NA,4,NA,NA,NA
"280","26887102",NA,1,NA,NA,NA
"281","26281405",NA,3,NA,NA,NA
"282","26470509",NA,1,NA,NA,NA
"283","25998777",NA,1,NA,NA,NA
"284","26442352",NA,1,NA,NA,NA
"285","27932820",NA,1,NA,NA,NA
"286","26674031",NA,5,NA,NA,NA
"287","26183357",NA,0,NA,NA,NA
"288","26377276",NA,1,NA,NA,NA
"289","29406644",NA,3,NA,NA,NA
"290","26888753",NA,3,NA,NA,NA
"291","27164774",NA,3,NA,NA,NA
"292","25580717",NA,6,NA,NA,NA
"293","29194139",NA,4,NA,NA,NA
"294","26221473",NA,2,NA,NA,NA
"295","26135957",NA,7,NA,NA,NA
"296","27551144",NA,3,NA,NA,NA
"297","25796698",NA,2,NA,NA,NA
"298","26928815",NA,1,NA,NA,NA
"299","26431519",NA,1,NA,NA,NA
"300","26887101",NA,1,NA,NA,NA
"301","26591243",NA,1,NA,NA,NA
"302","26684958",NA,1,NA,NA,NA
"303","27704506",NA,2,NA,NA,NA
"304","26431318",NA,2,NA,NA,NA
"305","27266864",NA,7,NA,NA,NA
"306","27483603",NA,2,NA,NA,NA
"307","26412761",NA,5,NA,NA,NA
"308","27762029",NA,4,NA,NA,NA
"309","25642695",NA,1,NA,NA,NA
"310","26642125",NA,1,NA,NA,NA
"311","26155029",NA,2,NA,NA,NA
"312","27467309",NA,2,NA,NA,NA
"313","27351603",NA,1,NA,NA,NA
"314","25583144",NA,5,NA,NA,NA
"315","26457138",NA,2,NA,NA,NA
"316","26499501",NA,7,NA,NA,NA
"317","27122546",NA,5,NA,NA,NA
"318","26860169",NA,1,NA,NA,NA
"319","26139387",NA,1,NA,NA,NA
"320","27170599",NA,3,NA,NA,NA
"321","26154379",NA,1,NA,NA,NA
"322","26647489",NA,1,NA,NA,NA
"323","26803386",NA,2,NA,NA,NA
"324","26320899",NA,2,NA,NA,NA
"325","27931414",NA,0,NA,NA,NA
"326","27498461",NA,0,NA,NA,NA
"327","25876316",NA,1,NA,NA,NA
"328","27027155",NA,0,NA,NA,NA
"329","26831852",NA,0,NA,NA,NA
"330","25702337",NA,0,NA,NA,NA
"331","26065199",NA,2,NA,NA,NA
"332","27848755",NA,9,NA,NA,NA
"333","26548178",NA,3,NA,NA,NA
"334","25868221",NA,3,NA,NA,NA
"335","27161397",NA,1,NA,NA,NA
"336","25834180",NA,0,NA,NA,NA
"337","26090736",NA,1,NA,NA,NA
"338","27451532",NA,1,NA,NA,NA
"339","26095966",NA,1,NA,NA,NA
"340","26419049",NA,1,NA,NA,NA
"341","27120916",NA,2,NA,NA,NA
"342","27168889",NA,2,NA,NA,NA
"343","26552281",NA,1,NA,NA,NA
"344","27400609",NA,1,NA,NA,NA
"345","27424448",NA,1,NA,NA,NA
"346","27111776",NA,1,NA,NA,NA
"347","27254994",NA,2,NA,NA,NA
"348","26108928",NA,0,NA,NA,NA
"349","26027062",NA,0,NA,NA,NA
"350","25623571",NA,1,NA,NA,NA
"351","26058303",NA,1,NA,NA,NA
"352","27712317",NA,1,NA,NA,NA
"353","26489137",NA,1,NA,NA,NA
"354","28707852",NA,1,NA,NA,NA
"355","26496805",NA,5,NA,NA,NA
"356","27893909",NA,2,NA,NA,NA
"357","26882420",NA,5,NA,NA,NA
"358","25924229",NA,3,NA,NA,NA
"359","28010004",NA,2,NA,NA,NA
"360","26304951",NA,4,NA,NA,NA
"361","26630113",NA,1,NA,NA,NA
"362","24968184",NA,5,NA,NA,NA
"363","26938411",NA,1,NA,NA,NA
"364","27793258",NA,1,NA,NA,NA
"365","26506659",NA,5,NA,NA,NA
"366","26453393",NA,5,NA,NA,NA
"367","28248466",NA,3,NA,NA,NA
"368","26596127",NA,8,NA,NA,NA
"369","27352600",NA,1,NA,NA,NA
"370","27447242",NA,3,NA,NA,NA
"371","26012168",NA,8,NA,NA,NA
"372","25924137",NA,3,NA,NA,NA
"373","26294825",NA,5,NA,NA,NA
"374","26221427",NA,2,NA,NA,NA
"375","27192744",NA,1,NA,NA,NA
"376","25826169",NA,3,NA,NA,NA
"377","25689652",NA,5,NA,NA,NA
"378","25458410",NA,2,NA,NA,NA
"379","26866122",NA,0,NA,NA,NA
"380","26749775",NA,1,NA,NA,NA
"381","26891539",NA,3,NA,NA,NA
"382","26816359",NA,1,NA,NA,NA
"383","25824156",NA,1,NA,NA,NA
"384","27713455",NA,0,NA,NA,NA
"385","26983342",NA,1,NA,NA,NA
"386","26311789",NA,1,NA,NA,NA
"387","27668811",NA,0,NA,NA,NA
"388","26306364",NA,1,NA,NA,NA
"389","27163227",NA,0,NA,NA,NA
"390","29406629",NA,7,NA,NA,NA
"391","26742281",NA,1,NA,NA,NA
"392","27469161",NA,1,NA,NA,NA
"393","26434094",NA,2,NA,NA,NA
"394","25535757",NA,1,NA,NA,NA
"395","27156266",NA,1,NA,NA,NA
"396","26325500",NA,0,NA,NA,NA
"397","26151788",NA,6,NA,NA,NA
"398","26405141",NA,1,NA,NA,NA
"399","25759316",NA,1,NA,NA,NA
"400","27726322",NA,1,NA,NA,NA
"401","26221431",NA,6,NA,NA,NA
"402","25710062",NA,2,NA,NA,NA
"403","26753370",NA,1,NA,NA,NA
"404","25759887",NA,2,NA,NA,NA
"405","25955425",NA,1,NA,NA,NA
"406","26103847",NA,1,NA,NA,NA
"407","25894033",NA,3,NA,NA,NA
"408","26521501",NA,4,NA,NA,NA
"409","27064158",NA,1,NA,NA,NA
"410","25480450",NA,4,NA,NA,NA
"411","26512221",NA,4,NA,NA,NA
"412","27323523",NA,1,NA,NA,NA
"413","25607612",NA,1,NA,NA,NA
"414","26726338",NA,2,NA,NA,NA
"415","25894636",NA,5,NA,NA,NA
"416","27392278",NA,2,NA,NA,NA
"417","26642507",NA,1,NA,NA,NA
"418","27255001",NA,2,NA,NA,NA
"419","27323584",NA,7,NA,NA,NA
"420","26517071",NA,2,NA,NA,NA
"421","25411989",NA,1,NA,NA,NA
"422","27535585",NA,0,NA,NA,NA
"423","25681244",NA,1,NA,NA,NA
"424","26548691",NA,10,NA,NA,NA
"425","25629331",NA,0,NA,NA,NA
"426","29035481",NA,1,NA,NA,NA
"427","26281362",NA,0,NA,NA,NA
"428","26505110",NA,3,NA,NA,NA
"429","26259360",NA,1,NA,NA,NA
"430","26328290",NA,2,NA,NA,NA
"431","25944203",NA,1,NA,NA,NA
"432","26495681",NA,1,NA,NA,NA
"433","26607505",NA,0,NA,NA,NA
"434","27818431",NA,7,NA,NA,NA
"435","27356454",NA,1,NA,NA,NA
"436","25707721",NA,1,NA,NA,NA
"437","27405184",NA,2,NA,NA,NA
"438","26067108",NA,0,NA,NA,NA
"439","26554216",NA,3,NA,NA,NA
"440","27337821",NA,1,NA,NA,NA
"441","27091754","instituto universitario de ciencias de la educación (iuce), university of salamanca, salamanca, spain",4,40.9613376,-5.6669251,"Spain"
"442","27091754","visualmed system research group, instituto universitario de ciencias de la educación (iuce), university of salamanca, c/paseo de canalejas 169, 37008, salamanca, spain",4,40.9550519,-5.6826122,"Spain"
"443","27091754","visualmed system research group, instituto universitario de ciencias de la educación (iuce), university of salamanca, c/paseo de canalejas 169, 37008, salamanca, spain",4,40.9550519,-5.6826122,"Spain"
"444","27091754","centro de imagen y tecnología del conocimiento biomédico (citec-b), madrid, spain",4,40.4316686,-3.6660868,"Spain"
"445","27091754","centro para la imagen biomédica en extremadura (cibex). centro de cirugía mínima invasión j. usón, cáceres, spain",4,40.4510654,-3.7043487,"Spain"
"446","26375060","achu lille, f59000 lille buniv",7,50.610681,3.045632,"France"
"447","26375060","lille, u1189 - onco-thai - thérapies lasers assistées par l'image pour l'oncologie, f59000 lille cinserm, u1189, f-59000 lille, france duniversity hospital zürich, zürich, switzerland echu lille, f59000 lille, france ficahn school of medicine at mount sinai new york, new york, usa",7,40.7898695,-73.9533616,"United States"
"448","25724414","centers for disease control and prevention, atlanta, ga, 30341, usa",2,33.7993178,-84.328008,"United States"
"449","26004478","the university of texas at austin, 305 e",1,30.2849506,-97.7354467,"United States"
"450","26004478","rd st. g1800, austin, tx 78712, united states",1,30.6314162,-97.7626664,"United States"
"451","26799878","university of central florida, united states",2,28.6024274,-81.2000599,"United States"
"452","26799878","university of central florida, united states",2,28.6024274,-81.2000599,"United States"
"453","25844910","department of psychology",3,NA,NA,NA
"454","25844910","department of psychology",3,NA,NA,NA
"455","26460703","department of psychology",2,NA,NA,NA
"456","25844910","department of psychology",3,NA,NA,NA
"457","27280146","university of lübeck, nursing research unit, institute for social medicine and epidemiology, lübeck, germany",6,48.137161,11.576683,"Germany"
"458","27280146","university of lübeck, nursing research unit, institute for social medicine and epidemiology, lübeck, germany",6,48.137161,11.576683,"Germany"
"459","27280146","university of lübeck, medical student, lübeck, germany",6,53.839027,10.708696,"Germany"
"460","27280146","hamburg university of applied sciences, faculty of economics and sociology, hamburg, germany",6,53.5562029,10.0221324,"Germany"
"461","27280146","ameos krankenhausgesellschaft holstein mbh, neustadt, germany",6,54.1056029,10.794915,"Germany"
"462","27280146","university of lübeck, institute for family medicine, lübeck, germany",6,53.839027,10.708696,"Germany"
"463","25536190","the dartmouth institute for health policy and clinical practice , dartmouth college, lebanon , new hampshire",4,43.7044406,-72.2886935,"United States"
"464","26822465","binghamton university, state university of new york , binghamton , ny , usa",2,42.0893553,-75.9697049,"United States"
"465","26822465","binghamton university, state university of new york , binghamton , ny , usa",2,42.0893553,-75.9697049,"United States"
"466","26385456","alpert medical school, brown university, providence, ri, usa",5,41.8188215,-71.4087208,"United States"
"467","26385456","alpert medical school, brown university, providence, ri, usa",5,41.8188215,-71.4087208,"United States"
"468","26385456","alpert medical school, brown university, providence, ri, usa",5,41.8188215,-71.4087208,"United States"
"469","26385456","alpert medical school, brown university, providence, ri, usa",5,41.8188215,-71.4087208,"United States"
"470","26385456","butler hospital, providence, ri, usa",5,41.8435775,-71.3808148,"United States"
"471","26385456","butler hospital, providence, ri, usa",5,41.8435775,-71.3808148,"United States"
"472","26385456","butler hospital, providence, ri, usa",5,41.8435775,-71.3808148,"United States"
"473","26385456","memorial hospital of rhode island, pawtucket, ri, usa",5,41.8698906,-71.3765214,"United States"
"474","26385456","memorial hospital of rhode island, pawtucket, ri, usa",5,41.8698906,-71.3765214,"United States"
"475","26385456","women & infants hospital of rhode island, providence, ri, usa",5,36.8721762,-94.8809895,"United States"
"476","26385456","open circle: wellness + education for growing families, providence, ri, usa",5,41.8239891,-71.4128343,"United States"
"477","26735522","j.n. love is professor of emergency medicine, georgetown university hospital/washington hospital center, washington, dc",8,38.9116562,-77.0756259,"United States"
"478","26735522","l.m. yarris is associate professor of emergency medicine, oregon health science university, portland, oregon",8,45.4989098,-122.6858606,"United States"
"479","26735522","s.a. santen is professor of emergency medicine, university of michigan, ann arbor, michigan",8,42.2780436,-83.7382241,"United States"
"480","26735522","g.j. kuhn is professor of emergency medicine, wayne state university, detroit, michigan",8,42.3591388,-83.0665462,"United States"
"481","26735522","l.d. gruppen is professor, learning health sciences, university of michigan, ann arbor, michigan",8,42.2780436,-83.7382241,"United States"
"482","26735522","w.c. coates is professor of emergency medicine, harbor-ucla medical center, torrance, california",8,33.8302833,-118.2920825,"United States"
"483","26735522","j.m. howell is clinical professor of emergency medicine, george washington university, washington, dc",8,38.8997145,-77.0485992,"United States"
"484","26735522","s.e. farrell is associate professor of emergency medicine, harvard medical school, boston, massachusetts",8,42.3356499,-71.1041157,"United States"
"485","25721322","miguel hernandez university, elche, spain",5,38.2766838,-0.6895119,"Spain"
"486","25721322","miguel hernandez university, elche, spain",5,38.2766838,-0.6895119,"Spain"
"487","25721322","miguel hernandez university, elche, spain",5,38.2766838,-0.6895119,"Spain"
"488","25721322","university of southern california, los angeles, usa",5,34.0223519,-118.285117,"United States"
"489","25721322","university of southern california, los angeles, usa",5,34.0223519,-118.285117,"United States"
"490","25185872","grupo transfuncional en ética clínica, centro médico nacional siglo xxi, imss, av",8,19.4098794,-99.1526674,"Mexico"
"491","25185872","cuauhtémoc 330, col",8,33.3148585,-111.7087651,"United States"
"492","25185872","doctores, 06720, mexico, d.f., mexico",8,19.4179232,-99.1483827,"Mexico"
"493","25790483","university of nebraska-lincoln, lincoln, nebraska, united states of america",6,40.8201966,-96.7004763,"United States"
"494","25790483","university of nebraska-omaha, omaha, nebraska, united states of america",6,41.2582497,-96.0107049,"United States"
"495","25790483","university of nebraska-omaha, omaha, nebraska, united states of america",6,41.2582497,-96.0107049,"United States"
"496","25790483","university of nebraska-omaha, omaha, nebraska, united states of america",6,41.2582497,-96.0107049,"United States"
"497","25790483","university of nebraska-omaha, omaha, nebraska, united states of america",6,41.2582497,-96.0107049,"United States"
"498","25790483","university of nebraska-omaha, omaha, nebraska, united states of america",6,41.2582497,-96.0107049,"United States"
"499","25665535","university of missouri - st. louis, st. louis, mo, usa",4,38.7092401,-90.30828,"United States"
"500","26503541","university of california , davis",2,38.5382322,-121.7617125,"United States"
"501","26503541","b edward r. murrow college of communication , washington state university",2,46.7307276,-117.1669319,"United States"
"502","25956594","section for social and clinical pharmacy, university of copenhagen, universitetsparken 2, 2100, copenhagen ø, denmark",3,56.26392,9.501785,"Denmark"
"503","25956594","section for social and clinical pharmacy, university of copenhagen, universitetsparken 2, 2100, copenhagen ø, denmark",3,56.26392,9.501785,"Denmark"
"504","25956594","section for social and clinical pharmacy, university of copenhagen, universitetsparken 2, 2100, copenhagen ø, denmark",3,56.26392,9.501785,"Denmark"
"505","26600367","michael m. bloomfield practiced obstetrics and gynecology for 30 years. he recently retired from the cleveland clinic and lives in chagrin falls, oh",1,NA,NA,NA
"506","26600367","contact author: reflections is coordinated by madeleine mysko, ma, rn: illustration by annelisa ochoa",1,NA,NA,NA
"507","26823269","balearic health service - ib-salut, son serra-la vileta health care centre",12,NA,NA,NA
"508","26823269","balearic health service - ib-salut, son serra-la vileta health care centre",12,NA,NA,NA
"509","26823269","instituto de investigación sanitaria de palma, palma, spain",12,39.6068432,2.6454092,"Spain"
"510","26823269","instituto de investigación sanitaria de palma, palma, spain",12,39.6068432,2.6454092,"Spain"
"511","26823269","valencian health service - conselleria de sanitat universal i salut pública, paterna health care centre, valencia, spain",12,39.4751305,-0.3605747,"Spain"
"512","26823269","catalunya health services - institut català de la salut",12,39.6641545,3.0738992,"Spain"
"513","26823269","catalunya health services - institut català de la salut",12,39.6641545,3.0738992,"Spain"
"514","26823269","catalunya health services - institut català de la salut",12,39.6641545,3.0738992,"Spain"
"515","26823269","catalunya health services - institut català de la salut",12,39.6641545,3.0738992,"Spain"
