"","PMID","ShortAffil","NAuth","lat","long","country"
"42","26784907","*plateau de protéomique des liquides biologiques, institute of cardiovascular and metabolic disease, toulouse, france",20,43.604652,1.444209,"France"
"43","26784907","medical university hospital, tübingen",20,48.5297568,9.0381857,"Germany"
"44","26784907","and ‡‡institute of clinical chemistry, hannover medical school, hannover, germany",20,52.384053,9.805953,"Germany"
"45","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"46","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"47","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"48","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"49","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"50","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"51","26454422","mackay children's hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"52","26454422","mackay medical college, new taipei city, taiwan",10,25.254377,121.4950804,"Taiwan"
"53","26454422","mackay medical college, new taipei city, taiwan",10,25.254377,121.4950804,"Taiwan"
"54","26454422","mackay medical college, new taipei city, taiwan",10,25.254377,121.4950804,"Taiwan"
"55","26454422","mackay medical college, new taipei city, taiwan",10,25.254377,121.4950804,"Taiwan"
"56","26454422","mackay junior college of medicine, nursing, and management, new taipei city, taiwan",10,25.1222891,121.4644703,"Taiwan"
"57","26454422","mackay junior college of medicine, nursing, and management, new taipei city, taiwan",10,25.1222891,121.4644703,"Taiwan"
"58","26454422","section of microbiology, mackay memorial hospital, new taipei city, taiwan",10,25.0588322,121.5223675,"Taiwan"
"59","26454422","section of microbiology, mackay memorial hospital, new taipei city, taiwan",10,25.0588322,121.5223675,"Taiwan"
"60","26454422","section of microbiology, mackay memorial hospital, new taipei city, taiwan",10,25.0588322,121.5223675,"Taiwan"
"61","26454422","mackay memorial hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"62","26454422","mackay memorial hospital, taipei, taiwan",10,25.0588322,121.5223675,"Taiwan"
"63","27345198","lawrence berkeley national laboratory, berkeley, ca 94720, united states",2,37.8759277,-122.2500274,"United States"
"64","27345198","lockheed martin information services & global solutions, 625 bay area blvd",2,40.0943347,-75.4119863,"United States"
"65","27345198","800, houston, tx 77058, united states",2,29.5642078,-95.0911062,"United States"
"66","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"67","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"68","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"69","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"70","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"71","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"72","27416878","engineering, shanghai jiao tong university, shanghai, 200240, china",7,31.201001,121.432841,"China"
"73","25863508","cornell university, ithaca, ny, usa",3,42.4534492,-76.4735027,"United States"
"74","25863508","cornell university, ithaca, ny, usa",3,42.4534492,-76.4735027,"United States"
"75","25863508","cornell university, ithaca, ny, usa",3,42.4534492,-76.4735027,"United States"
"76","25863508","columbia university, evolution and environmental biology, new york, usa",3,40.8086392,-73.9599574,"United States"
"77","25863508","the nature conservancy, va, usa",3,38.882569,-77.112099,"United States"
"78","25863508","school of civil and water resources engineering, bahir dar university, bahir dar, ethiopia",3,11.5743107,37.3979759,"Ethiopia"
"79","25863508","school of civil and water resources engineering, bahir dar university, bahir dar, ethiopia",3,11.5743107,37.3979759,"Ethiopia"
"80","27390911","university of bologna, bologna, italy",4,44.4962318,11.354157,"Italy"
"81","27390911","university of bologna, bologna, italy",4,44.4962318,11.354157,"Italy"
"82","27390911","department of chemistry ""g. ciamician"", university of bologna, bologna, italy",4,44.4963657,11.353998,"Italy"
"83","27390911","department of chemistry ""g. ciamician"", university of bologna, bologna, italy",4,44.4963657,11.353998,"Italy"
"84","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"85","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"86","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"87","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"88","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"89","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"90","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"91","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"92","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"93","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"94","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"95","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"96","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"97","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"98","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"99","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"100","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"101","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"102","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"103","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"104","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"105","26715032","national key laboratory of crop genetic improvement, huazhong agricultural university, wuhan, 430070, china",28,30.475126,114.353035,"China"
"106","26715032","national maize improvement center of china, beijing key laboratory of crop genetic improvement, china agricultural university, beijing, 100193, china",28,40.0422561,116.2947906,"China"
"107","26715032","national maize improvement center of china, beijing key laboratory of crop genetic improvement, china agricultural university, beijing, 100193, china",28,40.0422561,116.2947906,"China"
"108","26715032","national maize improvement center of china, beijing key laboratory of crop genetic improvement, china agricultural university, beijing, 100193, china",28,40.0422561,116.2947906,"China"
"109","26715032","national maize improvement center of china, beijing key laboratory of crop genetic improvement, china agricultural university, beijing, 100193, china",28,40.0422561,116.2947906,"China"
"110","26715032","national maize improvement center of china, beijing key laboratory of crop genetic improvement, china agricultural university, beijing, 100193, china",28,40.0422561,116.2947906,"China"
"111","26715032","university of california, riverside, ca, 92521, usa",28,33.9756518,-117.3311106,"United States"
"112","28257668","unitypoint clinic foot and ankle, college of podiatric medicine and surgery, des moines university, 804 kenyon road suite 310, fort dodge, ia 50501, usa",1,42.4922853,-94.1923356,"United States"
"113","25726569","institute for systems biology, seattle, usa",10,47.6225773,-122.3374358,"United States"
"114","25726569","died july 18, 2014 proteomics facility, centro nacional de biotecnología - csic, madrid, spain proteored consortium, spanish national institute of proteomics, madrid, spain",10,40.476268,-3.693884,"Spain"
"115","25726569","chuv centre hospitalier universitaire vaudois, lausanne, switzerland",10,46.5256057,6.6426073,"Switzerland"
"116","25726569","medizinisches proteom center (mpc), ruhr-universität bochum, bochum, germany",10,51.4456659,7.2616093,"Germany"
"117","25726569","medizinisches proteom center (mpc), ruhr-universität bochum, bochum, germany",10,51.4456659,7.2616093,"Germany"
"118","25726569","institute of integrative biology, university of liverpool, liverpool, uk",10,53.405936,-2.9655722,"United Kingdom"
"119","25726569","institute for systems biology, seattle, university of michigan, ann arbor, usa",10,42.2780436,-83.7382241,"United States"
"120","25726569","european molecular biology laboratory, european bioinformatics institute (embl-ebi), wellcome trust genome campus, hinxton, cambridge, uk",10,52.080033,0.186338,"United Kingdom"
"121","25726569","european molecular biology laboratory, european bioinformatics institute (embl-ebi), wellcome trust genome campus, hinxton, cambridge, uk",10,52.080033,0.186338,"United Kingdom"
"122","26616598","european molecular biology laboratory, european bioinformatics institute (embl-ebi), wellcome trust genome campus, hinxton, cambridge, uk",1,52.080033,0.186338,"United Kingdom"
"123","25726569","european molecular biology laboratory, european bioinformatics institute (embl-ebi), wellcome trust genome campus, hinxton, cambridge, uk",10,52.080033,0.186338,"United Kingdom"
"124","25737123","tianjin institute of industrial biotechnology, chinese academy of sciences, tianjin 300308, p.r. china",3,39.004326,117.619183,"China"
"125","25737123","tianjin institute of industrial biotechnology, chinese academy of sciences, tianjin 300308, p.r. china",3,39.004326,117.619183,"China"
"126","25737123","tianjin institute of industrial biotechnology, chinese academy of sciences, tianjin 300308, p.r. china",3,39.004326,117.619183,"China"
"127","25737123","key laboratory of systems microbial biotechnology, chinese academy of sciences, tianjin 300308, p.r. china",3,39.004326,117.619183,"China"
"128","25737123","key laboratory of systems microbial biotechnology, chinese academy of sciences, tianjin 300308, p.r. china",3,39.004326,117.619183,"China"
"129","25737123","national engineering laboratory for industrial enzymes, tianjin 300308, p.r. china",3,39.159152,117.3755933,"China"
"130","25344826","programa de pós-graduação em engenharia de processos, universidade tiradentes, av",7,-10.9086447,-37.0550554,"Brazil"
"131","25344826","murilo dantas 300, farolândia, aracaju, 49032-490, brazil",7,-10.9695271,-37.058544,"Brazil"
"132","25388114","instituto carlos chagas-fiocruz, fiocruz-paraná. rua prof algacyr munhoz mader 3775,cic, curitiba - pr, 81.3",3,-25.4942137,-49.3327217,"Brazil"
"133","25388114","-010, brazil",3,39.109842,-94.58227,"United States"
"134","26309091","rue de la glacière, 75013 paris, france",2,48.8320297,2.3444558,"France"
"135","26309091","65 seabiscuit drive, reno, nv, usa",2,39.4033177,-119.730081,"United States"
"136","27171180","donders institute for brain, cognition, and behaviour, radboud university medical center, nijmegen, the netherlands",7,51.8193166,5.8596925,"Netherlands"
"137","27171180","donders institute for brain, cognition, and behaviour, radboud university medical center, nijmegen, the netherlands",7,51.8193166,5.8596925,"Netherlands"
"138","27171180","donders institute for brain, cognition, and behaviour, radboud university medical center, nijmegen, the netherlands",7,51.8193166,5.8596925,"Netherlands"
"139","27171180","donders institute for brain, cognition, and behaviour, radboud university medical center, nijmegen, the netherlands",7,51.8193166,5.8596925,"Netherlands"
"140","27171180","donders institute for brain, cognition, and behaviour, radboud university medical center, nijmegen, the netherlands",7,51.8193166,5.8596925,"Netherlands"
"141","27171180","donders institute for brain, cognition, and behaviour, radboud university medical center, nijmegen, the netherlands",7,51.8193166,5.8596925,"Netherlands"
"142","27171180","laboratory of vascular medicine, erasmus university medical center, rotterdam, the netherlands",7,51.910144,4.4660355,"Netherlands"
"143","26207954","key laboratory of analytical chemistry for biology and medicine (ministry of education), wuhan university, wuhan 430072, p.r. china",6,30.5360485,114.3643219,"China"
"144","26207954","key laboratory of analytical chemistry for biology and medicine (ministry of education), wuhan university, wuhan 430072, p.r. china",6,30.5360485,114.3643219,"China"
"145","26207954","key laboratory of analytical chemistry for biology and medicine (ministry of education), wuhan university, wuhan 430072, p.r. china",6,30.5360485,114.3643219,"China"
"146","26207954","key laboratory of analytical chemistry for biology and medicine (ministry of education), wuhan university, wuhan 430072, p.r. china",6,30.5360485,114.3643219,"China"
"147","26207954","key laboratory of analytical chemistry for biology and medicine (ministry of education), wuhan university, wuhan 430072, p.r. china",6,30.5360485,114.3643219,"China"
"148","26207954","wuhan institute of biotechnology, wuhan 430072, p.r. china",6,30.5399216,114.3686304,"China"
"149","26443872",NA,2,NA,NA,NA
"150","27898889",NA,12,NA,NA,NA
"151","28113331",NA,4,NA,NA,NA
"152","26811468",NA,1,NA,NA,NA
"153","26484606",NA,14,NA,NA,NA
"154","26601339",NA,2,NA,NA,NA
"155","26540721",NA,5,NA,NA,NA
"156","25581676",NA,1,NA,NA,NA
"157","26652576",NA,1,NA,NA,NA
"158","26236859",NA,7,NA,NA,NA
"159","25928932",NA,3,NA,NA,NA
"160","26529712",NA,7,NA,NA,NA
"161","26930866",NA,3,NA,NA,NA
"162","26237843",NA,5,NA,NA,NA
"163","27292322",NA,1,NA,NA,NA
"164","26055802",NA,2,NA,NA,NA
"165","27938495",NA,7,NA,NA,NA
"166","27169179",NA,5,NA,NA,NA
"167","26357323",NA,3,NA,NA,NA
"168","26208370",NA,4,NA,NA,NA
"169","28328478",NA,1,NA,NA,NA
"170","26422849",NA,5,NA,NA,NA
"171","26406868",NA,4,NA,NA,NA
"172","25872762",NA,5,NA,NA,NA
"173","26672534",NA,1,NA,NA,NA
"174","26599116",NA,1,NA,NA,NA
"175","26982617",NA,7,NA,NA,NA
"176","27672212",NA,1,NA,NA,NA
"177","26605385",NA,2,NA,NA,NA
"178","25968117",NA,0,NA,NA,NA
"179","25588645",NA,5,NA,NA,NA
"180","29257642",NA,4,NA,NA,NA
"181","27169152",NA,2,NA,NA,NA
"182","27459573",NA,1,NA,NA,NA
"183","25849288",NA,10,NA,NA,NA
"184","28092500",NA,2,NA,NA,NA
"185","25834173",NA,0,NA,NA,NA
"186","26050349",NA,8,NA,NA,NA
"187","25723102",NA,42,NA,NA,NA
"188","26793915",NA,1,NA,NA,NA
"189","26526285",NA,2,NA,NA,NA
"190","25928908",NA,5,NA,NA,NA
"191","26020168",NA,4,NA,NA,NA
"192","25416795",NA,4,NA,NA,NA
"193","26970789",NA,5,NA,NA,NA
"194","25501478",NA,6,NA,NA,NA
"195","26911755",NA,1,NA,NA,NA
"196","26087481",NA,10,NA,NA,NA
"197","26737776",NA,8,NA,NA,NA
"198","25410041",NA,3,NA,NA,NA
"199","26910929",NA,1,NA,NA,NA
"200","26540887",NA,2,NA,NA,NA
"201","26115253",NA,11,NA,NA,NA
"202","26353412",NA,6,NA,NA,NA
"203","27451355",NA,1,NA,NA,NA
"204","27282312",NA,0,NA,NA,NA
"205","27455097",NA,1,NA,NA,NA
"206","26155674",NA,3,NA,NA,NA
"207","27352605",NA,4,NA,NA,NA
"208","25666651",NA,3,NA,NA,NA
"209","27529990",NA,4,NA,NA,NA
"210","26443869",NA,1,NA,NA,NA
"211","25669614",NA,11,NA,NA,NA
"212","26013199",NA,1,NA,NA,NA
"213","25541221",NA,5,NA,NA,NA
"214","25966343",NA,1,NA,NA,NA
"215","27245389",NA,1,NA,NA,NA
"216","25643411",NA,4,NA,NA,NA
"217","26606761",NA,2,NA,NA,NA
"218","26486943",NA,4,NA,NA,NA
"219","25651527",NA,14,NA,NA,NA
"220","26243866",NA,2,NA,NA,NA
"221","28035892",NA,2,NA,NA,NA
"222","26964379",NA,4,NA,NA,NA
"223","28092501",NA,2,NA,NA,NA
"224","27536780",NA,4,NA,NA,NA
"225","27501488",NA,3,NA,NA,NA
"226","25828777",NA,7,NA,NA,NA
"227","26673789",NA,7,NA,NA,NA
"228","27086425",NA,3,NA,NA,NA
"229","26444349",NA,12,NA,NA,NA
"230","27578539",NA,0,NA,NA,NA
"231","26307821",NA,3,NA,NA,NA
"232","25708145",NA,4,NA,NA,NA
"233","28269345",NA,2,NA,NA,NA
"234","26884105",NA,2,NA,NA,NA
"235","27304232",NA,4,NA,NA,NA
"236","26666082",NA,1,NA,NA,NA
"237","27382166",NA,1,NA,NA,NA
"238","26816355",NA,1,NA,NA,NA
"239","26529907",NA,2,NA,NA,NA
"240","26995687",NA,1,NA,NA,NA
"241","26568995",NA,1,NA,NA,NA
"242","25848894",NA,7,NA,NA,NA
"243","26394436",NA,7,NA,NA,NA
"244","26424171",NA,8,NA,NA,NA
"245","26591416",NA,1,NA,NA,NA
"246","25428369",NA,1,NA,NA,NA
"247","26460347",NA,1,NA,NA,NA
"248","26499324",NA,5,NA,NA,NA
"249","26432202",NA,0,NA,NA,NA
"250","26543928",NA,2,NA,NA,NA
"251","27331233",NA,2,NA,NA,NA
"252","26185068",NA,3,NA,NA,NA
"253","26011930",NA,3,NA,NA,NA
"254","26647618",NA,3,NA,NA,NA
"255","26357318",NA,9,NA,NA,NA
"256","26227877",NA,2,NA,NA,NA
"257","26397001",NA,1,NA,NA,NA
"258","26095964",NA,1,NA,NA,NA
"259","26641033",NA,9,NA,NA,NA
"260","26481490",NA,4,NA,NA,NA
"261","26513910",NA,3,NA,NA,NA
"262","26189250",NA,10,NA,NA,NA
"263","26420781",NA,5,NA,NA,NA
"264","25612300","noguchi memorial institute for medical research, university of ghana, legon, ghana",9,5.6371873,-0.1828652,"Ghana"
"265","25612300","noguchi memorial institute for medical research, university of ghana, legon, ghana",9,5.6371873,-0.1828652,"Ghana"
"266","25612300","noguchi memorial institute for medical research, university of ghana, legon, ghana",9,5.6371873,-0.1828652,"Ghana"
"267","25612300","noguchi memorial institute for medical research, university of ghana, legon, ghana",9,5.6371873,-0.1828652,"Ghana"
"268","25612300","centre suisse de recherches scientifiques en côte d'ivoire, adiopodume, côte d'ivoire",9,5.330576,-4.128086,"Côte d'Ivoire"
"269","25612300","centre suisse de recherches scientifiques en côte d'ivoire, adiopodume, côte d'ivoire",9,5.330576,-4.128086,"Côte d'Ivoire"
"270","25612300","centre suisse de recherches scientifiques en côte d'ivoire, adiopodume, côte d'ivoire",9,5.330576,-4.128086,"Côte d'Ivoire"
"271","25612300","centre suisse de recherches scientifiques en côte d'ivoire, adiopodume, côte d'ivoire",9,5.330576,-4.128086,"Côte d'Ivoire"
"272","25612300","centre suisse de recherches scientifiques en côte d'ivoire, adiopodume, côte d'ivoire",9,5.330576,-4.128086,"Côte d'Ivoire"
"273","25612300","centre suisse de recherches scientifiques en côte d'ivoire, adiopodume, côte d'ivoire",9,5.330576,-4.128086,"Côte d'Ivoire"
"274","25612300","school of medical sciences, kwame nkrumah university of science and technology, kumasi, ghana",9,6.6722268,-1.5683949,"Ghana"
"275","25612300","school of medical sciences, kwame nkrumah university of science and technology, kumasi, ghana",9,6.6722268,-1.5683949,"Ghana"
"276","25612300","biochemistry, university of ghana, legon, ghana",9,5.650562,-0.1962244,"Ghana"
"277","26293802","osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,34.5905808,135.5050308,"Japan"
"278","26293802","osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,34.5905808,135.5050308,"Japan"
"279","26293802","osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,34.5905808,135.5050308,"Japan"
"280","26293802","osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,34.5905808,135.5050308,"Japan"
"281","26293802","osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,34.5905808,135.5050308,"Japan"
"282","26293802","center for senile degenerative disorders (csdd), osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,36.204824,138.252924,"Japan"
"283","26293802","center for senile degenerative disorders (csdd), osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,36.204824,138.252924,"Japan"
"284","26293802","center for senile degenerative disorders (csdd), osaka city university medical school, 1-4-3 asahi-machi abeno-ku, osaka, 545-8585, japan",10,36.204824,138.252924,"Japan"
"285","26293802","search institute for bone and arthritis disease (sinbad), shirahama health and welfare foundation, 1447 shirahama-cho, nishimuro-gun, wakayama, 649-2211, japan",10,41.4784083,-81.7097759,"United States"
"286","26293802","translational research center, kyoto university hospital, kyoto university school of medicine, 54 shogoin-kawahara-cho, sakyo-ku, kyoto, 606-8507, japan",10,36.204824,138.252924,"Japan"
"287","26293802","kyoto university graduate school of medicne, 54 shogoin-kawahara-cho, sakyo-ku, kyoto, 606-8507, japan",10,36.204824,138.252924,"Japan"
"288","25961364","artificial cells and organs research centre, medicine and biomedical engineering, faculty of medicine, mcgill university , montreal, quebec , canada",3,45.5087399,-73.5808011,"Canada"
"289","25804790","school of environmental engineering, technical university of crete, chania, greece",6,35.5328019,24.0688805,"Greece"
"290","25804790","school of environmental engineering, technical university of crete, chania, greece",6,35.5328019,24.0688805,"Greece"
"291","25804790","school of environmental engineering, technical university of crete, chania, greece",6,35.5328019,24.0688805,"Greece"
"292","25804790","school of environmental engineering, technical university of crete, chania, greece",6,35.5328019,24.0688805,"Greece"
"293","25804790","school of environmental engineering, technical university of crete, chania, greece",6,35.5328019,24.0688805,"Greece"
"294","25804790","dialynas s.a., el. venizelou 15, chania, greece",6,35.5177548,24.0352023,"Greece"
"295","25556635","medicinal chemistry, monash institute of pharmaceutical sciences, monash university, 381 royal parade, parkville, vic 3052 (australia) http://www.pharm.monash.edu.au",20,-37.7839869,144.9587477,"Australia"
"296","27758143","a pharmacogenomics and pharmacogenetics research unit, laboratory of experimental oncology , orthopaedic rizzoli institute , bologna , italy",6,44.4760792,11.3403383,"Italy"
"297","27758143","a pharmacogenomics and pharmacogenetics research unit, laboratory of experimental oncology , orthopaedic rizzoli institute , bologna , italy",6,44.4760792,11.3403383,"Italy"
"298","27758143","a pharmacogenomics and pharmacogenetics research unit, laboratory of experimental oncology , orthopaedic rizzoli institute , bologna , italy",6,44.4760792,11.3403383,"Italy"
"299","27758143","a pharmacogenomics and pharmacogenetics research unit, laboratory of experimental oncology , orthopaedic rizzoli institute , bologna , italy",6,44.4760792,11.3403383,"Italy"
"300","27758143","a pharmacogenomics and pharmacogenetics research unit, laboratory of experimental oncology , orthopaedic rizzoli institute , bologna , italy",6,44.4760792,11.3403383,"Italy"
"301","27758143","a pharmacogenomics and pharmacogenetics research unit, laboratory of experimental oncology , orthopaedic rizzoli institute , bologna , italy",6,44.4760792,11.3403383,"Italy"
"302","26370616","helmholtz-centre for environmental research - ufz, permoserstrasse 15, 04318 leipzig, germany",3,51.3517518,12.4309111,"Germany"
"303","26370616","helmholtz-centre for environmental research - ufz, permoserstrasse 15, 04318 leipzig, germany",3,51.3517518,12.4309111,"Germany"
"304","26370616","helmholtz-centre for environmental research - ufz, permoserstrasse 15, 04318 leipzig, germany",3,51.3517518,12.4309111,"Germany"
"305","26368290","luxembourg centre for systems biomedicine (lcsb), university of luxembourg, 7, avenue des hauts-fourneaux, l-4362 esch-sur-alzette, luxembourg",2,49.5024124,5.9487864,"Luxembourg"
"306","26368290","luxembourg centre for systems biomedicine (lcsb), university of luxembourg, 7, avenue des hauts-fourneaux, l-4362 esch-sur-alzette, luxembourg",2,49.5024124,5.9487864,"Luxembourg"
"307","25408244","schrödinger gmbh, dynamostr",4,NA,NA,NA
"308","25408244",", 68165, mannheim, germany",4,49.4764407,8.4930737,"Germany"
"309","27307607","department of computer science and engineering",3,41.6993845,-86.2372857,"United States"
"310","27307607","department of computer science and engineering",3,41.6993845,-86.2372857,"United States"
