"","ShortAffil","id","lat","long","country"
"98","university of new mexico, albuquerque, new mexico",48,35.0843187,-106.6197812,"United States"
"99","university of california davis, davis, california",49,38.5382322,-121.7617125,"United States"
"100","gundersen medical foundation, la crosse, wisconsin",50,43.794572,-91.24681,"United States"
"101","university of california irvine, irvine, california",51,33.6404952,-117.8442962,"United States"
"102","new york-presbyterian/weill cornell university, new york, new york",52,40.760765,-73.960226,"United States"
"104","faculty of medicine in the galilee, bar-ilan university, safed, israel",53,32.9622767,35.4978887,"Israel"
"105","otolaryngology, head and neck surgery unit, ziv medical center, safed, israel",54,32.954157,35.492657,"Israel"
"109","ziv medical center, safed, israel",55,32.954157,35.492657,"Israel"
"110","marie curie hospice, london, uk",56,51.5509946,-0.1712999,"United Kingdom"
"111","centre for medical education, university of dundee, dundee, uk",57,56.4582447,-2.9821428,"United Kingdom"
"112","st gilesmedical, london, uk",58,51.5155931,-0.1284161,"United Kingdom"
"113","cornwall hospice care, royal cornwall hospital trust & peninsula medical, truro, uk",59,50.2663171,-5.0924903,"United Kingdom"
"114","northumbria healthcare nhs foundation trust & newcastle university, newcastle upon tyne, uk",60,55.020678,-1.510083,"United Kingdom"
"115","sir michael sobell house & university of oxford, oxford, uk",61,51.747784,-1.215448,"United Kingdom"
"117","faculty of medicine, university of kelaniya, kelaniya, sri lanka",62,6.972903,79.915837,"Sri Lanka"
"119","university college london & royal free hospital, london, uk",63,51.5245592,-0.1340401,"United Kingdom"
"123","university of cambridge, cambridge, uk",64,52.2042666,0.1149085,"United Kingdom"
"124","clínica universitária de psiquiatria e psicologia médica. faculdade de medicina. universidade de lisboa. lisboa. portugal",65,38.7526578,-9.158245,"Portugal"
"125","unidade de saúde familiar covelo. porto. portugal",66,41.1655397,-8.6066995,"Portugal"
"126","unidade de saúde familiar novo sentido. porto. portugal",67,41.1654391,-8.5721332,"Portugal"
"127","unidade de saúde familiar nova via. vila nova de gaia. portugal",68,41.0949085,-8.6205668,"Portugal"
"128","faculdade de engenharia. universidade do porto. porto. portugal",69,41.1785734,-8.5962233,"Portugal"
"129","school of medicine and life and health sciences research institute (icvs). university of minho. braga. portugal",70,41.5635905,-8.4018109,"Portugal"
"130","icvs/3b's associate laboratory. braga/guimarães. portugal",71,38.726078,-9.2406964,"Portugal"
"141","school of medicine. pontifical catholic university of paraná. curitiba. brazil",72,-25.4513297,-49.2509087,"Brazil"
"142","department of medical education and simulation. faculty of medicine. university of porto. porto. portugal",73,41.1465479,-8.6156998,"Portugal"
"146","predictive medicine and public health",74,39.05561,-94.6114698,"United States"
"147","faculty of medicine. porto. portugal",75,41.1790259,-8.5997891,"Portugal"
"149","department of public health and forensic sciences and medical education. faculdade de medicina. universidade do porto. porto. portugal",76,NA,NA,NA
"150","department of pre-graduate education. instituto de ciências biomédicas abel salazar. universidade do porto. porto. portugal",77,41.1478241,-8.6242261,"Portugal"
"153","centro de estudos de medicina baseada na evidência. faculdade de medicina. universidade de lisboa. lisboa. portugal",78,38.7468038,-9.1609454,"Portugal"
"154","departamento de educação médica. faculdade de medicina. universidade de lisboa. lisboa. portugal",79,38.7468038,-9.1609454,"Portugal"
"157","cochrane portugal. lisboa. portugal",80,NA,NA,NA
"158","acta médica portuguesa. lisboa. portugal",81,NA,NA,NA
"159","faculdade de medicina. universidade de coimbra. coimbra. portugal",82,40.2080698,-8.4241871,"Portugal"
"160","serviço de otorrinolaringologia centro hospitalar e universitário de coimbra. coimbra. portugal",83,40.220735,-8.41268,"Portugal"
"162","serviço de documentação. centro hospitalar e universitário de coimbra. coimbra. portugal",84,40.220735,-8.41268,"Portugal"
"164","departamento de neurociências clínicas e saúde mental. faculdade de medicina. universidade do porto. porto. portugal",85,41.1790259,-8.5997891,"Portugal"
"165","serviço de neurologia. hospital pedro hispano. unidade local de saúde de matosinhos. matosinhos. portugal",86,41.1821209,-8.6633608,"Portugal"
"167","faculdade de medicina. universidade de lisboa. lisboa. portugal",87,38.7468038,-9.1609454,"Portugal"
"168","indiana university school of medicine, indianapolis, indiana, usa",88,39.7815613,-86.1651714,"United States"
"171","indiana university school of dentistry, indianapolis, indiana, usa",89,39.77397,-86.180111,"United States"
"174","vice chancellor for community health, university of new mexico, nm, usa",90,35.0903007,-106.6188717,"United States"
"175","christchurch public hospital, christchurch, new zealand",91,-43.534003,172.625825,"New Zealand"
"176","esic medical college and hospital, faridabad, haryana, india",92,28.3944107,77.2937012,"India"
"177","vu university medical center school of medical sciences, institute of education and training,education",93,33.7480728,-117.8247215,"United States"
"178","learn! research institute for learning and education, faculty of psychology and education, vu university amsterdam, the netherlands",94,52.3337568,4.8657199,"Netherlands"
"181","melaka manipal medical college, manipal, karnataka, india",95,13.3562446,74.7850892,"India"
"183","melaka manipal medical college, manipal campus, manipal university, manipal, karnataka, india",96,13.3533424,74.7849078,"India"
"187","indiana university school of medicine, indianapolis, usa",97,39.7815613,-86.1651714,"United States"
"189","indiana university school of medicine",98,39.7815613,-86.1651714,"United States"
"190","fairbanks school of public health, indiana university",99,39.7786323,-86.1781585,"United States"
"191","purdue university indianapolis",100,39.7738832,-86.1763393,"United States"
"192","regenstrief institute, indianapolis, usa",101,39.7796168,-86.1804606,"United States"
"193","indira gandhi medical college and research institute, puducherry, tamil nadu",102,11.9398596,79.796239,"India"
"194","international union against tuberculosis and lung disease (the union), south-east asia office, new delhi, india",103,28.5364651,77.188898,"India"
"195","velammal medical college hospital and research institute, madurai, tamil nadu, india",104,9.8871102,78.150205,"India"
"196","jawaharlal institute of postgraduate medical education and research",105,11.9494936,79.7970164,"India"
"197","pondicherry institute of medical sciences, puducherry, tamil nadu, india",106,12.0462822,79.8551148,"India"
"198","jawaharlal institute of postgraduate medical education and research, puducherry, tamil nadu, india",107,11.9494936,79.7970164,"India"
"199","indira gandhi medical college and research institute, puducherry, tamil nadu, india",108,11.9398596,79.796239,"India"
"200","medical education research and quality unit, school of public health and preventive medicine, monash university, melbourne, australia",109,-37.9105238,145.1362182,"Australia"
"203","physical activity and human development research group, school of medicine and health sciences, university of rosario, bogotá, colombia",110,4.570868,-74.297333,"Colombia"
"205","clinical research group, school of medicine and health sciences, university of rosario, bogotá, colombia",111,4.570868,-74.297333,"Colombia"
"207","rollins school of public health, emory university, atlanta, georgia, usa",112,33.7974199,-84.3234238,"United States"
"208","medical school, university of the andes, fundación santa fé, bogotá, colombia",113,4.6940617,-74.0334082,"Colombia"
"209","new york college of podiatric medicine, new york, ny, usa",114,40.8049519,-73.9403658,"United States"
"213","environmental medicine and public health, mount sinai school of medicine, new york, ny, usa",115,40.7898695,-73.9533616,"United States"
"214","new york college of podiatric medicine, new york, ny",116,40.8049519,-73.9403658,"United States"
"216","clinical skills unit, college of medicine and dentistry, james cook university, queensland, australia",117,-19.326378,146.7572865,"Australia"
"218","clinical skills unit, college of medicine and dentistry, james cook university",118,-19.326378,146.7572865,"Australia"
"219","department of general surgery",119,NA,NA,NA
"220","the townsville hospital, queensland, australia",120,-19.3206881,146.7623348,"Australia"
"222","department of endocrinology",121,NA,NA,NA
"225","university of toronto, toronto, canada",122,43.6628917,-79.3956564,"Canada"
"226","institute of medical science, university of toronto, toronto, canada",123,43.6613205,-79.3935945,"Canada"
"229","st. michael׳s hospital, toronto, canada",124,43.6529691,-79.3776369,"Canada"
"230","university hospitals of north midlands nhs trust, stoke-on-trent, uk",125,53.0037725,-2.2129354,"United Kingdom"
"231","manchester blood centre, nhs blood & transplant, manchester, uk",126,53.4638967,-2.224778,"United Kingdom"
"233","central manchester university hospitals nhs foundation trust, manchester, uk",127,53.4607569,-2.2277393,"United Kingdom"
"234","dr. williams: clinical program director, professional renewal center, and clinical associate professor, school of medicine, university of kansas, lawrence, ks",128,38.9576594,-95.3113956,"United States"
"235","dr. byrne: director, office of faculty development, children's mercy kansas city, and teaching assistant professor, umkc school of medicine, kansas city, mo",129,39.0823062,-94.5755209,"United States"
"236","mr. welindt: research assistant, wales behavioral assessment, lawrence, ks",130,38.9576594,-95.3113956,"United States"
"237","dr. williams: principal, wales behavioral assessment, lawrence, ks",131,38.930053,-94.6876,"United States"
"238","dr. hadadgar: phd student, informatics, management and ethics, karolinska institute, stockholm, sweden, and researcher, medical education research center, isfahan university of medical sciences, isfahan, iran",132,32.6128887,51.6616872,"Iran"
"239","dr. changiz: professor, medical education research center, isfahan university of medical sciences, isfahan, iran",133,32.6128887,51.6616872,"Iran"
"240","mrs. dehghani: researcher, medical education research centre, isfahan university of medical sciences, isfahan, iran",134,32.6128887,51.6616872,"Iran"
"241","mr. backheden: lecturer, informatics, management and ethics (lime), karolinska institute, stockholm, sweden",135,59.3481484,18.0236579,"Sweden"
"242","dr. mirshahzadeh: director, continuing medical education office, isfahan university of medical sciences, isfahan, iran",136,32.6128887,51.6616872,"Iran"
"243","dr. zary: associate professor, informatics, management and ethics (lime), karolinska institute, stockholm, sweden",137,59.3481484,18.0236579,"Sweden"
"244","dr. masiello: associate professor, södersjukhuset, karolinska institute, stockholm, sweden",138,59.3481484,18.0236579,"Sweden"
"245","dr. stephenson: assistant professor of medicine, mayo clinic, rochester, mn",139,44.0224073,-92.4668474,"United States"
"246","dr. wang: assistant professor of medicine, harbor university of california los angeles, torrance, ca",140,33.8307253,-118.2918447,"United States"
"247","dr. szostek: assistant professor of medicine, mayo clinic, rochester, mn",141,44.0221815,-92.4666893,"United States"
"248","dr. bonnes: assistant professor of medicine, mayo clinic, rochester, mn",142,44.0224073,-92.4668474,"United States"
"249","dr. ratelle: assistant professor of medicine, mayo clinic, rochester, mn",143,44.0224073,-92.4668474,"United States"
"250","ms. mahapatra: assistant professor of medicine, mayo clinic, rochester, mn",144,44.0224073,-92.4668474,"United States"
"251","dr. mandrekar: professor of biostatistics and neurology, mayo clinic, rochester, mn",145,44.0224073,-92.4668474,"United States"
"252","dr. beckman: professor of medicine and education, mayo clinic, rochester, mn",146,44.0224073,-92.4668474,"United States"
"253","dr. wittich: associate professor of medicine, mayo clinic, rochester, mn",147,44.0221815,-92.4666893,"United States"
"254","national taiwan university hospital, national taiwan university college of medicine, taipei, taiwan",148,25.0395902,121.5195326,"Taiwan"
"255","kellogg eye center, university of michigan, ann arbor, mi, usa",149,42.2882306,-83.737234,"United States"
"257","cardinal tien hospital, college of medicine, fu jen university, new taipei city, taiwan",150,25.0354303,121.4324641,"Taiwan"
"259","universidade federal fluminense (uff), niterói, rj, brazil",151,-22.9030265,-43.1167225,"Brazil"
"260","faculdade de medicina de petrópolis (fmp), petrópolis, rj, brazil",152,-22.4953847,-43.1801553,"Brazil"
"261","hospital santa teresa, petrópolis, rj, brazil",153,-22.5076953,-43.193103,"Brazil"
"262","universidade federal de minas gerais (ufmg), belo horizonte, mg, brazil",154,-19.8690878,-43.9663841,"Brazil"
"263","trauma and walk-in clinic team, escola paulista de medicina (epm), universidade federal de são paulo (unifesp), são paulo, sp, brazil",155,-23.5505199,-46.6333094,"Brazil"
"264","trauma team, irmandade de misericórdia da santa casa de são paulo, são paulo, sp, brazil",156,-23.5426698,-46.6489685,"Brazil"
"265","uff, niterói, rj, brazil",157,-22.9032307,-43.1165843,"Brazil"
"266","member of pelvic and hip surgery team, instituto de ortopedia e traumatologia (iot), hospital do trauma, hospital escola são vicente paula, passo fundo, rs, brazil",158,-28.2587812,-52.4160039,"Brazil"
"267","surgeon at the san diego medical center in ca",159,32.8335694,-117.1368314,"United States"
"268","university of alabama at birmingham, birmingham, alabama",160,33.5021227,-86.8064447,"United States"
"269","birmingham veterans affairs medical center, birmingham, alabama",161,33.5043252,-86.8016599,"United States"
"273","nth dimensions inc, 22 n morgan st, chicago, il 60607, usa",162,41.8824757,-87.6523114,"United States"
"278","washington university school of medicine, st. louis, missouri",163,38.6351441,-90.2629289,"United States"
"279","medical school, university of minnesota, minneapolis, minnesota",164,44.972274,-93.2328688,"United States"
"281","frankel cardiovascular center, university of michigan medical school, ann arbor, michigan",165,42.2833197,-83.731103,"United States"
"283","section of thoracic surgery, university of michigan medical school, ann arbor, michigan",166,42.2841665,-83.7341007,"United States"
"285","rush university medical center, chicago, illinois",167,41.8746459,-87.6689458,"United States"
"288","nyu langone medical center, new york, new york",168,40.7467775,-73.9722265,"United States"
"291","montreal heart institute, université de montréal, montreal, québec, canada",169,45.5739331,-73.5778159,"Canada"
"295","massachusetts general hospital, boston, massachusetts",170,42.3631763,-71.0688305,"United States"
"297","joseph b",171,39.148913,-84.4795628,"United States"
"298","emory university school of medicine, atlanta, georgia",172,33.7939674,-84.3218135,"United States"
"301","thoracic, and vascular surgery, columbia university college of physicians & surgeons, new york, new york",173,40.8410971,-73.9411973,"United States"
"306","the children's hospital of philadelphia, philadelphia, pennsylvania",174,39.9488993,-75.1938646,"United States"
"310","boston children's hospital, harvard medical school, boston, massachusetts",175,42.3376672,-71.1052864,"United States"
"312","michael e",176,NA,NA,NA
"313","baylor college of medicine, houston, texas",177,29.710529,-95.396241,"United States"
"314","section of adult cardiac surgery, texas heart institute, houston, texas",178,29.7079028,-95.3993731,"United States"
"315","chi st. luke's health-baylor st. luke's medical center, houston, texas",179,29.70741,-95.4007102,"United States"
"317","vanderbilt university medical center, nashville, tennessee",180,36.1417373,-86.8021306,"United States"
"322","arkansas children's hospital, little rock, ar, usa",181,34.7408081,-92.2925681,"United States"
"326","arkansas children's hospital research institute, little rock, ar, usa",182,34.7408081,-92.2925681,"United States"
"328","johns hopkins university school of medicine, 1800 orleans st, baltimore, md 21287, usa",183,39.2992161,-76.5933799,"United States"
"329","university of california san francisco, 513 parnassus ave, san francisco, ca 94143, usa",184,37.7623117,-122.4576994,"United States"
"331","duke university school of medicine, durham, nc, usa",185,35.971846,-78.95931,"United States"
"335","university of wisconsin school of medicine and public health, madison, wi, usa",186,43.07788,-89.429693,"United States"
"336","university of california, irvine, california",187,33.6404952,-117.8442962,"United States"
"337","west virginia university, morgantown, west virginia",188,39.6361396,-79.9559358,"United States"
"338","yale school of medicine, new haven, connecticut",189,41.303229,-72.933826,"United States"
"339","american society for radiation oncology, arlington, virginia",190,38.8582378,-77.0510268,"United States"
"340","emory school of medicine, atlanta, georgia",191,33.7939674,-84.3218135,"United States"
"341","massachusetts general hospital & harvard medical school, boston, massachusetts",192,42.3631763,-71.0688305,"United States"
"342","university of alabama, birmingham, alabama",193,33.5058651,-86.7994508,"United States"
"343","duke university, durham, north carolina",194,36.0014258,-78.9382286,"United States"
"344","washington university in st. louis, st. louis, missouri",195,38.6487895,-90.3107962,"United States"
"345","dana-farber/brigham and women's cancer center, boston, massachusetts",196,42.1330283,-71.5300405,"United States"
"346","positivo university medical school, curitiba, paraná, brazil",197,-25.4464138,-49.3588235,"Brazil"
"347","paraná state western university, toledo, paraná, brazil",198,-24.7244836,-53.7527931,"Brazil"
"348","quality of life center, federal university of paraná, curitiba, paraná, brazil",199,-25.4269081,-49.2617658,"Brazil"
"350","university of maryland baltimore county, baltimore, md, usa",200,39.2556129,-76.7109751,"United States"
"352","arizona state university, scottsdale, az",201,33.4635654,-111.9245297,"United States"
"354","office of information and knowledge management",202,NA,NA,NA
"356","mayo clinic, rochester, mn",203,44.0224073,-92.4668474,"United States"
"359","university of calgary cumming school of medicine, calgary, alberta",204,51.0781599,-114.1358007,"Canada"
"360","university of calgary cumming school of medicine",205,51.0663813,-114.1361548,"Canada"
"361","university of california, san diego, school of medicine, la jolla, california",206,32.8752008,-117.2358106,"United States"
"363","university of chicago, chicago, illinois",207,41.7886079,-87.5987133,"United States"
"364","md anderson cancer center, houston, texas",208,29.7071962,-95.3966904,"United States"
"366","university of wisconsin, madison, wisconsin",209,43.076592,-89.4124875,"United States"
"367","tom baker cancer center, calgary, alberta, canada",210,51.0630891,-114.1335698,"Canada"
"371","university of california, san diego, health science center, san diego, california",211,32.8785385,-117.2227144,"United States"
"374","university of louisville, louisville, kentucky",212,38.2122761,-85.7585023,"United States"
"378","brigham and women's hospital, 75 francis street, boston, ma, 02215, usa",213,42.3360139,-71.1069841,"United States"
"379","harvard medical school, 25 shattuck street, boston, ma, 02215 usa",214,42.3356499,-71.1041157,"United States"
"386","michigan state university college of human medicine, lansing, mi, usa",215,42.7222739,-84.4640125,"United States"
"387","university of north dakota school of medicine & health sciences, grand forks, nd, usa",216,47.9321064,-97.0683041,"United States"
"389","grand rapids, mi, usa",217,42.9633599,-85.6680863,"United States"
"398","the university of texas md anderson cancer center, houston, texas",218,29.7071962,-95.3966904,"United States"
"400","faculty of medicine, university of alexandria, alexandria, egypt",219,31.204381,29.9287789,"Egypt"
"415","schulich school of medicine & dentistry, western university, london, ontario, canada",220,43.0099443,-81.274736,"Canada"
"420","faculty of medicine, university of buenos aires, buenos aires, argentina",221,-34.5984881,-58.3982676,"Argentina"
"421","arabian gulf university, manama, baharain",222,26.215736,50.571076,"Bahrain"
"422","""san bortolo"" hospital, vicenza, italy",223,45.5558854,11.5462232,"Italy"
"423","pontifícia universidade católica do rio grande do sul, porto alegre, brasil",224,-30.0593446,-51.1734912,"Brazil"
"424","instituto nacional de perinatología, méxico",225,19.4229682,-99.2058778,"Mexico"
"425","university of ottawa, ottawa, ont",226,45.4231064,-75.6831329,"Canada"
"426","glen, balaa, martin, found, arnaout",227,34.153636,-118.257534,"United States"
"427","the ottawa hospital research institute, ottawa, ont",228,45.3931086,-75.7239101,"Canada"
"428","haggar, arnaout",229,NA,NA,NA
"429","and the centre for practice changing research, the ottawa hospital, ottawa, ont",230,45.4018515,-75.6478698,"Canada"
"455","from the mcgill university health centre, montreal, qc (aoude, alhamzah, fortin, jarzem, ouellet, weber",231,36.1071562,-95.9754795,"United States"
"456","the mcgill scoliosis and spine centre, mcgill university, montreal, qc (fortin, jarzem, ouellet, weber",232,36.1071562,-95.9754795,"United States"
"457","mcgill university, montreal, canada (jarzem, ouellet, weber",233,45.5047847,-73.5771511,"Canada"
"473","university of missouri, columbia, missouri, usa",234,38.9403808,-92.3277375,"United States"
"474","cambridge health alliance, cambridge, ma",235,42.3747982,-71.1044088,"United States"
"477","discipline of child and adolescent health, university of sydney, sydney, new south wales, australia",236,-33.888584,151.1873473,"Australia"
"478","centre for values, ethics and law in medicine, university of sydney, sydney, new south wales, australia",237,-33.888584,151.1873473,"Australia"
"479","indigenous business australia and ernst & young, sydney, new south wales,, australia",238,-25.274398,133.775136,"Australia"
"480","brain and mind centre, university of sydney, sydney, new south wales, australia",239,-33.8887847,151.1781054,"Australia"
"481","health education and training institute of nsw health, sydney, new south wales, australia",240,-33.8031867,150.9999714,"Australia"
"483","faculty of arts and social sciences, university of sydney, sydney, new south wales, australia",241,-33.888584,151.1873473,"Australia"
"485","sydney nursing school, university of sydney, sydney, new south wales, australia",242,-33.888584,151.1873473,"Australia"
"486","school of public health, university of sydney, sydney, new south wales, australia",243,-33.888226,151.188702,"Australia"
"487","university of california irvine, orange, california",244,33.6404952,-117.8442962,"United States"
"488","ut md anderson cancer center, houston, texas",245,29.7071962,-95.3966904,"United States"
"489","university of pennsylvania, philadelphia, pennsylvania",246,39.9522188,-75.1932137,"United States"
"490","florida hospital cancer institute, deland, florida",247,29.0446211,-81.3159654,"United States"
"492","blanchard valley health systems, findlay, ohio",248,41.01785,-83.651653,"United States"
"494","icahn school of medicine at mount sinai, new york, new york",249,40.7898695,-73.9533616,"United States"
"495","higher state educational establishment of ukraine ""bukovinian state medical university"", chernivtsi, ukraine",250,48.291385,25.9322569,"Ukraine"
"502","miller school of medicine, university of miami, usa",251,25.7904064,-80.2119928,"United States"
"503","exercise & sports science australia (essa), australia",252,39.013697,-94.58067,"United States"
"506","melbourne medical school, university of melbourne, australia",253,-37.799527,144.958739,"Australia"
"507","wake forest university, usa",254,36.1352495,-80.2763425,"United States"
"508","charles perkins centre, prevention research collaboration, school of public health, university of sydney, australia",255,-33.8873445,151.1835335,"Australia"
"509","institute of epidemiology and healthcare, university college london, uk",256,51.5245592,-0.1340401,"United Kingdom"
"510","faculty of health sciences, university of sydney, australia",257,-33.888584,151.1873473,"Australia"
"511","center for healthcare organization and implementation research (choir), va boston healthcare system, boston, massachusetts, usa",258,42.3272756,-71.1099371,"United States"
"512","sidney kimmel medical college, thomas jefferson university, philadelphia, pennsylvania, usa",259,39.9489094,-75.1559531,"United States"
"513","vcu surgery trauma, critical care and emergency surgery, richmond, virginia, usa",260,37.5405209,-77.4290908,"United States"
"514","professor and chairperson, children's hospital colorado and school of dental medicine, delta dental of colorado endowed chair in pediatric dentistry",261,NA,NA,NA
"515","jinan university school of medicine, guangzhou, people's republic of china",262,23.128057,113.347721,"China"
"516","ministry of education key laboratory for regenerative medicine, school of biomedical sciences, chinese university of hong kong, shatin, hong kong",263,22.4275411,114.203944,"Hong Kong"
"517","va san diego healthcare system, san diego, california",264,32.8744452,-117.2316605,"United States"
"518","university of california san diego, san diego medical center, san diego, california",265,32.8800604,-117.2340135,"United States"
"520","penn state health, milton s",266,NA,NA,NA
"521","hershey medical center, 30 hope drive, suite 1800, mail code ec 008, hershey, pa 17033-0859",267,NA,NA,NA
"522","university of kentucky, lexington, kentucky",268,38.0306511,-84.5039697,"United States"
"523","texas tech university health sciences center el paso, el paso, texas",269,31.7732081,-106.4344972,"United States"
"524","children's national medical center, washington, district of columbia",270,38.9268055,-77.0146145,"United States"
"525","university of toronto, toronto, ontario, canada",271,43.6628917,-79.3956564,"Canada"
"526","university of pittsburgh school of medicine & medical center, pittsburgh, pennsylvania",272,40.4431287,-79.9613241,"United States"
"528","university of missouri-kansas city, kansas city, missouri",273,39.0335539,-94.5760259,"United States"
"529","brigham and women's hospital, harvard medical school, boston, massachusetts",274,42.3359248,-71.1066945,"United States"
"530","nationwide children's hospital/ohio state university, columbus, oh, usa",275,39.9534362,-82.9788952,"United States"
"532","nicklaus children's hospital, miami, fl, usa",276,25.7424623,-80.2951488,"United States"
"534","curriculum research & development, college of medicine office of evaluation, columbus, oh, usa",277,33.4616372,-88.8079143,"United States"
"535","university of chicago medicine, chicago, il, usa",278,41.788879,-87.6042775,"United States"
"538","school of health related professions, university of mississippi medical center,, jackson, mississippi",279,32.3329135,-90.1698735,"United States"
"540","university of oklahoma health sciences center, oklahoma city, oklahoma",280,35.4797128,-97.5005354,"United States"
"541","general and community pediatrics, college of medicine, university of oklahoma health sciences center, oklahoma city, oklahoma",281,35.4812693,-97.4976771,"United States"
"542","office of graduate medical education, east tennessee state university, johnson city, tennessee",282,36.3025374,-82.3701933,"United States"
"543","office of graduate medical education, texas tech university health sciences center, lubbock, texas",283,33.5891044,-101.8919265,"United States"
"544","university of georgia college of pharmacy, athens, georgia",284,33.943475,-83.3760174,"United States"
"545","university of north carolina school of medicine, chapel hill, north carolina",285,35.906058,-79.052199,"United States"
"546","unc school of medicine, chapel hill, north carolina",286,35.906058,-79.052199,"United States"
"548","academic affairs and faculty development, university of oklahoma health sciences center, oklahoma city, oklahoma",287,35.4797128,-97.5005354,"United States"
"549","college of medicine, university of oklahoma health sciences center, oklahoma city, oklahoma",288,35.4798986,-97.498395,"United States"
"551","robert m. bird sciences library, university of oklahoma health sciences center, oklahoma city, oklahoma",289,35.4795825,-97.4940923,"United States"
"552","office of academic affairs, quillen college of medicine, east tennessee state university, johnson city, tennessee",290,36.3094141,-82.3789323,"United States"
